                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.99176,                  1.743,                0.59255,                0.90736,                0.47606,                0.46761,                 0.4297,                0.21584,                0.42883,                0.32674,                0.33269,                 0.1478,                 2.2743,                 2.9284,                 2.3273,                 1.6211,                0.00042,                0.00042,                0.00042
                    102,                0.99855,                 1.7311,                 0.6011,                0.89882,                0.48647,                0.43289,                0.41725,                0.21427,                0.45872,                 0.3288,                 0.3435,                0.15682,                  2.272,                 2.9553,                 2.3364,                 1.6042,              0.0004192,              0.0004192,              0.0004192
                    103,                0.97675,                 1.7686,                 0.5732,                0.90793,                0.48953,                0.42543,                0.42488,                0.22258,                0.40471,                0.34458,                0.34043,                0.15367,                  2.287,                 2.9125,                 2.3466,                 1.6299,              0.0004184,              0.0004184,              0.0004184
                    104,                0.99878,                 1.7476,                0.59217,                0.90649,                0.49514,                0.45084,                0.42004,                0.21545,                 0.3961,                0.34057,                0.33224,                 0.1468,                 2.2911,                 2.9672,                 2.3723,                 1.6286,              0.0004176,              0.0004176,              0.0004176
                    105,                 1.0025,                 1.7512,                 0.5814,                 0.9065,                 0.4875,                0.44172,                0.42197,                0.21093,                0.38795,                0.34762,                0.32245,                0.14852,                 2.2718,                  2.903,                 2.3753,                 1.6083,              0.0004168,              0.0004168,              0.0004168
                    106,                0.99007,                 1.7389,                0.58222,                0.90589,                0.54107,                 0.4151,                0.42224,                0.21162,                0.41858,                 0.3291,                0.32773,                 0.1489,                 2.2909,                 2.9205,                 2.3845,                 1.6291,               0.000416,               0.000416,               0.000416
                    107,                0.98206,                 1.7637,                0.59003,                0.90308,                0.48994,                0.43515,                0.42167,                0.20921,                0.41241,                0.31517,                0.32437,                0.14743,                  2.272,                 2.9297,                 2.4098,                 1.6143,              0.0004152,              0.0004152,              0.0004152
                    108,                0.99281,                 1.7809,                 0.6003,                0.90354,                0.47532,                0.43696,                0.40857,                0.20665,                0.38482,                0.35444,                0.32994,                0.14306,                 2.2492,                 2.9685,                 2.3409,                 1.5887,              0.0004144,              0.0004144,              0.0004144
                    109,                0.98661,                 1.7396,                0.58567,                0.90481,                0.47976,                0.43086,                0.41045,                0.20888,                0.42621,                0.30724,                0.32361,                0.14503,                 2.2912,                 2.9315,                 2.3495,                 1.6264,              0.0004136,              0.0004136,              0.0004136
                    110,                0.96708,                 1.7514,                0.57751,                0.90436,                0.51001,                0.43474,                0.41698,                0.20966,                0.41279,                0.35379,                0.33256,                0.14704,                 2.2869,                 2.9527,                 2.3561,                 1.6051,              0.0004128,              0.0004128,              0.0004128
                    111,                 0.9819,                 1.7286,                0.58755,                0.90223,                0.47953,                0.43667,                0.40951,                0.21072,                0.41971,                0.32468,                0.32774,                0.15082,                 2.2828,                 2.8858,                 2.2871,                 1.6153,               0.000412,               0.000412,               0.000412
                    112,                0.97086,                 1.7315,                0.57596,                0.89654,                 0.4724,                0.44845,                0.41664,                0.21491,                0.37378,                0.33723,                0.31826,                0.14604,                  2.268,                 2.9051,                  2.374,                 1.6024,              0.0004112,              0.0004112,              0.0004112
                    113,                 0.9808,                 1.7466,                 0.5854,                0.89951,                0.49939,                0.44682,                0.43086,                0.21959,                0.42369,                  0.322,                0.32462,                0.15125,                 2.2826,                 2.9543,                 2.3558,                 1.6271,              0.0004104,              0.0004104,              0.0004104
                    114,                0.97354,                 1.7489,                0.57781,                0.89895,                0.52954,                0.43413,                0.43031,                0.21934,                0.43238,                0.33703,                0.33469,                 0.1519,                 2.2829,                 2.9157,                 2.3074,                 1.6258,              0.0004096,              0.0004096,              0.0004096
                    115,                0.99369,                 1.7506,                0.59251,                0.90162,                0.47711,                0.44493,                0.42326,                0.21407,                0.40925,                0.32026,                0.32136,                0.14356,                  2.272,                 2.9863,                  2.422,                 1.6045,              0.0004088,              0.0004088,              0.0004088
                    116,                 0.9751,                 1.7102,                0.58388,                0.89932,                0.50666,                0.44446,                 0.4271,                0.22244,                0.39716,                0.34664,                0.33367,                0.15372,                 2.2873,                 2.9332,                 2.2618,                 1.6245,               0.000408,               0.000408,               0.000408
                    117,                  0.957,                 1.7273,                0.56619,                 0.8995,                0.52256,                0.44477,                0.43743,                0.22366,                0.44048,                0.34211,                0.34693,                0.15573,                 2.2889,                 2.9243,                 2.3011,                 1.6117,              0.0004072,              0.0004072,              0.0004072
                    118,                0.97486,                 1.7236,                0.57329,                0.89949,                 0.5243,                0.42358,                0.42353,                0.21552,                0.44264,                 0.3342,                0.33434,                0.15012,                 2.2742,                 2.9113,                 2.3481,                 1.6168,              0.0004064,              0.0004064,              0.0004064
                    119,                0.97061,                 1.7007,                0.58026,                0.90001,                0.53157,                0.42024,                0.42918,                0.22223,                 0.4135,                0.33723,                0.33725,                0.15235,                  2.285,                 2.9377,                 2.3756,                 1.6085,              0.0004056,              0.0004056,              0.0004056
                    120,                0.95557,                 1.6631,                 0.5674,                0.89679,                 0.5034,                0.43397,                0.41754,                0.21905,                0.43439,                0.34114,                0.34499,                0.15385,                  2.282,                 2.9534,                  2.354,                  1.606,              0.0004048,              0.0004048,              0.0004048
                    121,                 0.9691,                 1.7543,                0.56838,                 0.8968,                0.52676,                0.42959,                0.41878,                0.21627,                0.43129,                0.35635,                0.34543,                0.15695,                 2.2864,                 2.9559,                 2.4375,                 1.6244,               0.000404,               0.000404,               0.000404
                    122,                0.97605,                 1.7094,                0.58627,                0.90076,                0.52784,                0.42338,                0.42152,                0.21838,                0.42129,                0.34364,                0.34002,                0.15467,                 2.2867,                 2.9574,                 2.3347,                 1.6068,              0.0004032,              0.0004032,              0.0004032
                    123,                0.96947,                 1.7287,                0.57365,                0.90035,                 0.4818,                0.43268,                0.41826,                0.21325,                0.43266,                0.32615,                0.33748,                0.15166,                 2.2601,                 2.9434,                 2.3973,                 1.5917,              0.0004024,              0.0004024,              0.0004024
                    124,                0.95102,                 1.7136,                0.56238,                0.89117,                0.53962,                0.40718,                0.42653,                0.21653,                0.42235,                0.32684,                0.33305,                0.15049,                 2.3006,                 2.9537,                 2.3653,                 1.6266,              0.0004016,              0.0004016,              0.0004016
                    125,                0.96335,                 1.7644,                0.57296,                0.89177,                0.51968,                0.42368,                0.42345,                0.21789,                0.41713,                0.34145,                0.34132,                0.15284,                 2.3031,                  2.911,                 2.4014,                 1.6035,              0.0004008,              0.0004008,              0.0004008
                    126,                  0.952,                 1.6845,                0.56587,                0.89528,                0.49384,                0.42397,                0.42287,                0.21744,                0.45744,                0.32782,                0.34394,                0.15166,                 2.2834,                 2.9437,                   2.45,                 1.5961,                 0.0004,                 0.0004,                 0.0004
                    127,                0.95245,                 1.6906,                0.55364,                0.89726,                 0.5116,                0.43754,                0.42663,                0.21319,                0.44809,                0.32429,                0.33459,                0.14536,                 2.2965,                 2.9621,                 2.4028,                 1.6261,              0.0003992,              0.0003992,              0.0003992
                    128,                0.96114,                 1.7708,                0.56605,                0.89393,                0.47365,                0.43544,                0.41639,                0.20874,                 0.4038,                0.33059,                0.32995,                0.14445,                 2.2939,                 2.9763,                 2.4968,                 1.6224,              0.0003984,              0.0003984,              0.0003984
                    129,                0.95897,                  1.672,                 0.5649,                0.89364,                0.48024,                0.44348,                0.42364,                0.21509,                0.39748,                0.33108,                0.32833,                 0.1439,                 2.2643,                 2.9958,                 2.3993,                 1.6135,              0.0003976,              0.0003976,              0.0003976
                    130,                0.95913,                 1.6929,                0.56188,                0.89859,                0.50904,                 0.4176,                0.41612,                0.21249,                0.42789,                0.33831,                0.34171,                0.14978,                 2.2992,                  2.999,                 2.4354,                 1.6288,              0.0003968,              0.0003968,              0.0003968
                    131,                0.95959,                 1.7146,                0.56621,                0.89875,                0.47548,                0.43849,                0.42126,                0.21339,                0.39923,                0.33538,                0.32143,                0.14309,                 2.2829,                 2.9766,                 2.4226,                 1.6319,               0.000396,               0.000396,               0.000396
                    132,                0.92668,                 1.6973,                0.55336,                0.89043,                0.48026,                0.44672,                0.42495,                0.21589,                0.40557,                0.35606,                0.34854,                0.14985,                 2.2876,                 3.0005,                 2.4483,                 1.6096,              0.0003952,              0.0003952,              0.0003952
                    133,                0.94785,                 1.6461,                0.55616,                0.89089,                0.48312,                 0.4442,                  0.426,                0.21866,                0.39743,                0.35986,                0.34437,                0.15442,                 2.2795,                 2.9856,                 2.4528,                 1.6163,              0.0003944,              0.0003944,              0.0003944
                    134,                0.94965,                 1.7126,                0.56404,                0.90168,                0.52335,                0.43041,                0.43207,                 0.2137,                0.40874,                 0.3434,                0.33243,                0.14975,                 2.2821,                 3.0337,                 2.5257,                  1.615,              0.0003936,              0.0003936,              0.0003936
                    135,                0.93556,                 1.7422,                0.55085,                0.89714,                0.51119,                0.44115,                0.43348,                0.22086,                0.43304,                0.35811,                0.35459,                0.15985,                 2.2803,                 3.0181,                 2.4323,                 1.6239,              0.0003928,              0.0003928,              0.0003928
                    136,                0.95295,                 1.7648,                0.55496,                0.89045,                0.51314,                0.43181,                0.43934,                0.22581,                0.45321,                 0.3487,                0.35447,                0.15883,                 2.2805,                  2.987,                 2.4823,                 1.6294,               0.000392,               0.000392,               0.000392
                    137,                0.92731,                 1.6842,                0.54503,                 0.8935,                0.51665,                0.44348,                0.43426,                 0.2243,                0.44409,                0.33517,                0.34888,                0.15871,                 2.2585,                 2.9538,                 2.4415,                 1.6068,              0.0003912,              0.0003912,              0.0003912
                    138,                0.92135,                 1.6875,                0.55336,                0.89118,                0.50765,                0.42297,                0.42447,                0.21821,                0.40472,                 0.3486,                0.33289,                0.15184,                  2.251,                 3.0102,                 2.4665,                 1.6024,              0.0003904,              0.0003904,              0.0003904
                    139,                0.94011,                 1.7095,                0.56279,                0.89675,                0.49399,                0.44494,                0.42822,                 0.2183,                0.42107,                0.33929,                 0.3329,                0.15087,                 2.2449,                 3.0166,                 2.4521,                 1.5841,              0.0003896,              0.0003896,              0.0003896
                    140,                 0.9388,                 1.6993,                0.55086,                0.88816,                0.52702,                 0.4203,                0.42483,                0.21573,                0.41624,                0.34526,                0.33985,                0.15337,                 2.2629,                 2.9866,                 2.4754,                 1.5997,              0.0003888,              0.0003888,              0.0003888
                    141,                0.93857,                 1.6434,                 0.5572,                0.88735,                0.52315,                0.42321,                  0.422,                0.21783,                 0.4075,                0.34421,                0.33993,                0.15307,                 2.2861,                 2.9596,                 2.4642,                 1.6268,               0.000388,               0.000388,               0.000388
                    142,                0.93478,                 1.6999,                0.54937,                 0.8891,                0.46508,                0.45496,                0.42212,                0.21513,                0.38493,                0.34588,                0.33619,                0.15229,                 2.3047,                 3.0048,                 2.4507,                 1.6497,              0.0003872,              0.0003872,              0.0003872
                    143,                 0.9251,                 1.6887,                0.54222,                0.88556,                0.47694,                0.43171,                0.41734,                0.21013,                0.41548,                0.34654,                0.33956,                0.14811,                 2.3103,                 2.9933,                 2.5094,                 1.6351,              0.0003864,              0.0003864,              0.0003864
                    144,                0.94313,                 1.7035,                0.55643,                0.89373,                0.53086,                0.42613,                 0.4378,                0.21879,                0.43032,                0.32967,                0.34672,                0.15381,                 2.3239,                 3.0138,                 2.4491,                 1.6516,              0.0003856,              0.0003856,              0.0003856
                    145,                0.94585,                 1.7043,                0.54654,                0.89662,                0.48911,                0.45475,                0.43527,                0.22205,                0.41106,                0.36982,                0.35345,                 0.1549,                 2.2856,                 3.0138,                 2.4224,                  1.641,              0.0003848,              0.0003848,              0.0003848
                    146,                0.97433,                 1.7542,                0.57182,                0.89558,                0.47522,                0.44143,                0.42506,                0.21202,                0.45139,                 0.3301,                0.34841,                0.15214,                 2.2926,                 3.0144,                 2.4386,                 1.6379,               0.000384,               0.000384,               0.000384
                    147,                0.96811,                 1.7459,                0.58421,                0.89741,                0.47833,                0.42996,                0.41717,                 0.2145,                0.40583,                0.34311,                0.33323,                0.14552,                 2.2736,                  2.988,                 2.5007,                 1.6197,              0.0003832,              0.0003832,              0.0003832
                    148,                0.97144,                 1.7765,                0.58442,                0.89493,                0.45877,                0.44192,                0.41232,                0.21521,                0.40705,                0.32497,                0.32682,                0.14913,                  2.261,                 2.9735,                 2.4535,                 1.6211,              0.0003824,              0.0003824,              0.0003824
                    149,                 0.9509,                 1.7284,                0.56406,                0.89671,                0.45324,                0.44601,                0.42632,                0.21557,                0.40191,                0.33521,                0.33142,                0.15124,                  2.278,                 2.9509,                 2.4701,                 1.6156,              0.0003816,              0.0003816,              0.0003816
                    150,                0.95671,                 1.7196,                0.57493,                0.89648,                0.51708,                0.41592,                0.42594,                0.21294,                0.42692,                0.34448,                0.33909,                0.15111,                 2.2917,                 2.9484,                 2.4596,                 1.6279,              0.0003808,              0.0003808,              0.0003808
                    151,                0.97061,                 1.7882,                0.58167,                0.90033,                0.46325,                0.45192,                0.42032,                0.20795,                0.38198,                0.34968,                0.33738,                0.14773,                 2.3237,                 2.9932,                 2.4221,                 1.6378,                0.00038,                0.00038,                0.00038
                    152,                0.94628,                 1.6947,                0.55046,                0.89564,                0.48519,                0.43083,                0.42313,                0.21221,                0.41036,                 0.3433,                0.33991,                0.14887,                 2.3045,                 2.9903,                 2.4738,                 1.6341,              0.0003792,              0.0003792,              0.0003792
                    153,                0.97094,                 1.7238,                0.56692,                0.90333,                0.46106,                0.42054,                0.40954,                 0.2076,                 0.4335,                0.30107,                0.32657,                 0.1513,                 2.3017,                  2.965,                 2.5076,                 1.6071,              0.0003784,              0.0003784,              0.0003784
                    154,                0.92932,                 1.7004,                0.54627,                0.89227,                0.49668,                0.42327,                0.42935,                0.21569,                  0.398,                0.34232,                0.33947,                0.15111,                 2.3025,                 2.9741,                 2.5079,                 1.6199,              0.0003776,              0.0003776,              0.0003776
                    155,                0.92576,                 1.7239,                0.54423,                0.88922,                0.51009,                0.45137,                0.44078,                0.22127,                 0.4046,                0.34634,                0.34006,                0.14725,                 2.2993,                 2.9596,                 2.4582,                 1.6245,              0.0003768,              0.0003768,              0.0003768
                    156,                0.94657,                 1.7222,                0.56554,                0.89515,                0.49151,                0.44544,                0.43063,                0.21771,                0.38907,                0.35466,                0.33874,                0.15138,                 2.3091,                 2.8981,                 2.4609,                 1.6198,               0.000376,               0.000376,               0.000376
                    157,                0.94399,                 1.7312,                0.56009,                0.88767,                0.48259,                0.43901,                0.42397,                0.21653,                0.40131,                0.34448,                 0.3353,                0.15145,                 2.3145,                 2.9302,                 2.4804,                 1.6366,              0.0003752,              0.0003752,              0.0003752
                    158,                0.93946,                 1.7459,                0.55303,                0.88935,                0.47353,                0.43865,                0.42866,                0.21282,                0.40261,                0.33703,                0.33247,                0.14305,                 2.2918,                 2.9674,                 2.5178,                 1.6279,              0.0003744,              0.0003744,              0.0003744
                    159,                0.94605,                 1.6441,                0.55695,                0.89928,                0.48661,                0.43212,                0.41592,                0.20897,                0.40645,                0.34155,                0.33966,                0.14932,                 2.3332,                 2.9836,                 2.4971,                 1.6576,              0.0003736,              0.0003736,              0.0003736
                    160,                  0.932,                 1.7116,                0.54844,                0.88534,                 0.4767,                0.43701,                0.42138,                0.21271,                0.40142,                0.35714,                0.34432,                0.15022,                 2.3022,                 2.9265,                 2.4682,                 1.6156,              0.0003728,              0.0003728,              0.0003728
                    161,                0.94085,                 1.7095,                0.56418,                0.88931,                0.46508,                0.44004,                0.42529,                0.21761,                0.39058,                0.34448,                0.33618,                 0.1533,                 2.2965,                 2.9228,                 2.5085,                 1.6184,               0.000372,               0.000372,               0.000372
                    162,                0.94569,                 1.6853,                 0.5727,                0.89442,                0.47841,                0.42857,                0.42434,                0.21432,                0.39331,                0.34752,                0.33755,                0.15075,                 2.2912,                 2.9402,                 2.4454,                 1.6057,              0.0003712,              0.0003712,              0.0003712
                    163,                0.95456,                 1.7121,                0.57102,                0.89776,                0.49128,                0.42502,                0.42247,                0.21548,                0.43175,                0.31557,                0.33847,                0.15232,                 2.2899,                 2.9339,                 2.4752,                 1.6152,              0.0003704,              0.0003704,              0.0003704
                    164,                 0.9695,                 1.7283,                0.57272,                0.89654,                0.44933,                0.44132,                0.42129,                0.21325,                0.42513,                0.30954,                0.33618,                0.14679,                 2.3058,                 2.9325,                 2.4226,                 1.6178,              0.0003696,              0.0003696,              0.0003696
                    165,                0.94093,                 1.6998,                0.56204,                0.89814,                0.45975,                0.45634,                0.41445,                0.20883,                0.40723,                0.34145,                0.33427,                0.14489,                 2.3084,                 2.9523,                 2.4201,                 1.6202,              0.0003688,              0.0003688,              0.0003688
                    166,                0.91153,                 1.6818,                0.53719,                0.88221,                0.50231,                0.41937,                0.42175,                0.21126,                0.40265,                0.33861,                0.33692,                0.14784,                 2.2986,                 2.9217,                 2.4652,                 1.6128,               0.000368,               0.000368,               0.000368
                    167,                 0.9344,                 1.6969,                0.56223,                0.89115,                0.45476,                0.45279,                0.41947,                0.21611,                0.41712,                0.33281,                0.34023,                0.15362,                 2.2964,                 2.9408,                 2.4993,                 1.6302,              0.0003672,              0.0003672,              0.0003672
                    168,                0.94395,                 1.6726,                0.55311,                 0.8901,                0.49139,                0.42975,                0.41326,                0.21162,                0.39705,                0.34027,                0.32586,                0.14499,                 2.3038,                 2.9484,                 2.4718,                  1.628,              0.0003664,              0.0003664,              0.0003664
                    169,                0.93703,                 1.6988,                0.55918,                 0.8928,                0.51806,                0.40111,                0.41004,                0.20903,                0.42038,                 0.3289,                0.32839,                0.14198,                 2.2838,                 2.9531,                 2.5057,                 1.6153,              0.0003656,              0.0003656,              0.0003656
                    170,                0.94232,                 1.7028,                0.56082,                0.89222,                0.45543,                0.43186,                0.41007,                0.21255,                0.39674,                0.35693,                0.33935,                0.15072,                 2.2953,                 2.9279,                 2.4868,                 1.6326,              0.0003648,              0.0003648,              0.0003648
                    171,                0.91457,                 1.6654,                0.54207,                0.89195,                0.47245,                0.43495,                0.41506,                0.21385,                0.38672,                0.35475,                0.33197,                 0.1497,                 2.2771,                  2.954,                 2.4851,                 1.6087,               0.000364,               0.000364,               0.000364
                    172,                0.92978,                 1.6491,                0.54814,                0.88587,                0.45109,                0.45074,                0.41369,                0.21205,                0.42701,                0.32692,                0.34099,                0.14803,                 2.2763,                 2.9653,                 2.5096,                 1.6095,              0.0003632,              0.0003632,              0.0003632
                    173,                0.93821,                 1.6987,                0.54928,                0.89171,                0.45108,                0.43485,                0.41069,                0.20776,                0.43423,                0.32458,                0.34615,                 0.1484,                 2.2861,                 2.9295,                 2.5462,                 1.6053,              0.0003624,              0.0003624,              0.0003624
                    174,                0.93461,                 1.7167,                0.54987,                0.89013,                0.47626,                0.44797,                0.41476,                0.20444,                0.39139,                0.34047,                0.33452,                0.14255,                 2.2792,                  2.943,                 2.4781,                 1.6087,              0.0003616,              0.0003616,              0.0003616
                    175,                0.94235,                 1.6804,                0.55834,                0.89143,                0.47061,                0.44092,                 0.4163,                0.20682,                0.36961,                0.33682,                0.33062,                0.14484,                 2.2977,                 2.9114,                 2.5496,                 1.6225,              0.0003608,              0.0003608,              0.0003608
                    176,                0.90945,                  1.709,                0.54193,                0.88187,                 0.4767,                0.42523,                0.41527,                0.21205,                 0.4133,                0.32896,                0.33967,                 0.1518,                  2.308,                 2.9508,                  2.538,                 1.6192,                0.00036,                0.00036,                0.00036
                    177,                0.92062,                 1.6839,                0.54271,                0.88261,                0.45208,                 0.4475,                0.41587,                0.21226,                0.41096,                0.34232,                 0.3457,                0.15131,                 2.3103,                 2.9621,                 2.4842,                 1.6436,              0.0003592,              0.0003592,              0.0003592
                    178,                0.92599,                 1.6541,                0.54504,                 0.8838,                0.47816,                0.43336,                0.41257,                0.20868,                0.39404,                0.35009,                0.33451,                0.14724,                 2.2967,                 2.9486,                 2.5491,                 1.6106,              0.0003584,              0.0003584,              0.0003584
                    179,                0.94607,                  1.687,                0.55767,                0.89244,                0.51721,                0.39622,                0.41587,                0.21464,                0.42078,                0.33085,                0.34451,                0.15096,                 2.3121,                 2.9263,                 2.4855,                 1.6291,              0.0003576,              0.0003576,              0.0003576
                    180,                0.93368,                 1.7226,                  0.545,                0.88553,                0.46322,                0.44402,                0.42242,                0.21268,                0.38349,                0.34972,                0.33796,                0.15069,                 2.3067,                 2.8994,                  2.507,                 1.6337,              0.0003568,              0.0003568,              0.0003568
                    181,                0.89651,                 1.6899,                 0.5354,                0.88036,                0.49462,                0.43721,                0.42736,                0.22046,                0.39939,                0.35532,                0.33995,                0.15624,                 2.2899,                 2.9335,                  2.418,                 1.6318,               0.000356,               0.000356,               0.000356
                    182,                0.92594,                 1.7061,                0.53939,                0.89132,                0.47463,                0.44976,                0.42849,                0.21688,                0.38343,                0.35909,                0.33903,                0.15191,                  2.317,                 2.9641,                 2.4468,                 1.6397,              0.0003552,              0.0003552,              0.0003552
                    183,                0.89907,                 1.6727,                0.52574,                0.87944,                0.47481,                0.46715,                0.43771,                0.21968,                0.40669,                0.34448,                0.33723,                0.15175,                  2.303,                 2.9629,                 2.4661,                 1.6276,              0.0003544,              0.0003544,              0.0003544
                    184,                0.92424,                 1.6839,                0.54417,                0.88371,                0.45655,                0.46339,                0.42821,                 0.2148,                0.39347,                 0.3619,                0.34993,                0.15403,                 2.3157,                 2.9673,                 2.4628,                 1.6361,              0.0003536,              0.0003536,              0.0003536
                    185,                0.91732,                 1.6713,                 0.5433,                0.88413,                0.49397,                0.42435,                0.42182,                 0.2166,                0.39547,                0.34106,                0.33928,                 0.1524,                 2.3126,                 2.9938,                 2.5458,                 1.6361,              0.0003528,              0.0003528,              0.0003528
                    186,                0.90999,                 1.6713,                0.53346,                0.88064,                0.47698,                0.41504,                0.40075,                0.20981,                 0.3986,                0.35174,                0.34019,                 0.1502,                  2.315,                  2.988,                 2.5027,                 1.6373,               0.000352,               0.000352,               0.000352
                    187,                0.90672,                 1.6809,                0.53553,                0.88478,                0.47845,                0.44359,                0.42999,                0.21818,                0.42058,                0.33403,                0.34405,                0.15231,                 2.2839,                 2.9679,                 2.5087,                 1.6017,              0.0003512,              0.0003512,              0.0003512
                    188,                 0.9082,                 1.6596,                0.53387,                0.88652,                0.48955,                 0.4507,                0.43588,                0.21981,                0.38398,                0.35908,                0.34271,                0.15242,                 2.2871,                 2.9441,                 2.4671,                 1.6073,              0.0003504,              0.0003504,              0.0003504
                    189,                0.90485,                 1.7502,                0.54433,                0.88326,                0.46498,                0.43541,                0.41831,                0.21246,                0.39502,                0.34016,                0.34155,                0.15599,                 2.2924,                 3.0073,                 2.4883,                 1.6236,              0.0003496,              0.0003496,              0.0003496
                    190,                0.91356,                 1.6517,                 0.5326,                0.88396,                0.46571,                0.44077,                0.41967,                0.21637,                0.38634,                0.35976,                0.34895,                  0.153,                 2.2992,                 2.9554,                 2.5183,                 1.6342,              0.0003488,              0.0003488,              0.0003488
                    191,                0.88284,                 1.6326,                 0.5147,                0.88238,                0.46575,                0.44369,                0.42464,                0.21184,                0.38228,                0.35868,                 0.3504,                0.15291,                 2.3111,                 2.9472,                 2.5587,                 1.6249,               0.000348,               0.000348,               0.000348
                    192,                0.89748,                 1.6727,                0.52475,                0.87457,                0.45795,                0.43309,                0.42258,                 0.2132,                0.42777,                 0.3235,                0.34331,                0.14849,                  2.315,                 2.9664,                 2.5793,                 1.6192,              0.0003472,              0.0003472,              0.0003472
                    193,                0.93048,                 1.7558,                 0.5507,                0.88502,                0.53917,                0.38552,                 0.4263,                0.21911,                0.42886,                 0.3234,                0.34371,                0.14973,                 2.2971,                 2.9632,                 2.5173,                 1.6356,              0.0003464,              0.0003464,              0.0003464
                    194,                0.91645,                 1.6901,                0.53994,                0.87766,                0.47626,                0.43881,                0.42764,                0.22189,                0.39134,                0.35425,                0.34949,                0.15531,                 2.2938,                 3.0059,                 2.5139,                 1.6246,              0.0003456,              0.0003456,              0.0003456
                    195,                0.89677,                 1.6658,                0.53357,                0.88114,                0.49835,                0.40554,                0.41568,                0.21193,                0.41006,                0.32067,                0.33667,                0.15035,                 2.2941,                  3.007,                 2.5057,                 1.6218,              0.0003448,              0.0003448,              0.0003448
                    196,                0.91064,                 1.6958,                0.53444,                0.88302,                0.48881,                0.41977,                0.42235,                0.21833,                 0.3937,                0.34448,                0.34217,                0.15405,                 2.2861,                 2.9612,                 2.5056,                 1.6096,               0.000344,               0.000344,               0.000344
                    197,                0.89655,                 1.6334,                 0.5269,                0.87966,                0.46546,                0.41741,                0.41826,                0.21447,                0.38361,                0.34783,                 0.3405,                 0.1524,                 2.3075,                 2.9758,                 2.4852,                 1.6332,              0.0003432,              0.0003432,              0.0003432
                    198,                0.88393,                  1.655,                0.51759,                0.87925,                0.48426,                0.41298,                0.41727,                0.21002,                0.38207,                0.33703,                0.33514,                0.14917,                 2.3071,                 2.9829,                 2.4991,                 1.6245,              0.0003424,              0.0003424,              0.0003424
                    199,                0.89979,                 1.6483,                0.52762,                0.88227,                0.51058,                 0.4105,                0.42108,                0.21537,                0.40803,                0.33354,                0.33434,                0.14789,                 2.3111,                 2.9745,                 2.5137,                 1.6291,              0.0003416,              0.0003416,              0.0003416
                    200,                0.88794,                 1.6361,                0.51562,                0.88038,                0.48984,                0.42958,                0.42267,                0.21508,                0.38892,                0.34232,                0.33673,                0.15218,                 2.3089,                 2.9984,                 2.5103,                  1.631,              0.0003408,              0.0003408,              0.0003408
                    201,                0.89541,                  1.673,                0.53038,                0.88454,                0.50478,                0.41346,                0.41997,                0.21999,                0.40025,                0.33409,                0.33781,                0.15406,                 2.3074,                 2.9962,                 2.5154,                 1.6487,                0.00034,                0.00034,                0.00034
                    202,                0.90128,                 1.6961,                0.52412,                0.87897,                0.48716,                0.43635,                 0.4291,                0.22384,                0.39901,                0.34667,                0.34011,                0.15706,                 2.3059,                  2.995,                   2.43,                 1.6508,              0.0003392,              0.0003392,              0.0003392
                    203,                0.87265,                 1.6503,                0.51095,                0.87556,                0.48392,                0.41484,                0.41921,                0.22209,                0.38802,                0.34006,                0.33663,                0.15721,                 2.3082,                 2.9693,                 2.4683,                  1.649,              0.0003384,              0.0003384,              0.0003384
                    204,                0.87889,                 1.6526,                 0.5135,                0.87357,                0.47935,                0.41366,                0.41086,                0.21562,                0.39071,                0.34139,                0.33541,                0.15592,                 2.3019,                  2.986,                 2.5061,                 1.6431,              0.0003376,              0.0003376,              0.0003376
                    205,                0.87605,                 1.6354,                0.51305,                 0.8729,                0.45589,                 0.4341,                0.41014,                0.21242,                0.38005,                0.33595,                0.33198,                0.15363,                 2.3109,                 2.9816,                 2.5464,                 1.6676,              0.0003368,              0.0003368,              0.0003368
                    206,                  0.882,                 1.6362,                0.52363,                0.87694,                0.47904,                0.41612,                0.42102,                0.21363,                0.44525,                0.31018,                0.34404,                0.14842,                 2.3162,                  2.955,                 2.5797,                 1.6662,               0.000336,               0.000336,               0.000336
                    207,                0.88347,                 1.7206,                   0.53,                0.88202,                0.47927,                0.40875,                0.40844,                0.20909,                0.44714,                0.30596,                0.33352,                0.15092,                 2.3475,                 2.9796,                 2.5463,                  1.684,              0.0003352,              0.0003352,              0.0003352
                    208,                0.88879,                 1.6733,                 0.5262,                0.88036,                0.46152,                0.41514,                0.41316,                0.21456,                  0.403,                0.31842,                0.33268,                0.15072,                 2.3151,                 2.9626,                 2.5573,                 1.6577,              0.0003344,              0.0003344,              0.0003344
                    209,                 0.8875,                 1.6983,                0.51924,                0.88054,                0.50123,                0.41197,                0.42185,                0.21763,                0.42202,                0.33085,                0.34866,                 0.1541,                 2.3209,                 2.9615,                 2.5568,                 1.6644,              0.0003336,              0.0003336,              0.0003336
