                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.9215,                 2.5522,                 3.3682,                  1.286,                0.48897,                0.44483,                0.43857,                0.20559,                0.42709,                0.36644,                0.35271,                0.13537,                 2.1218,                 2.6923,                 3.9764,                 1.4729,             0.00095733,             0.00095733,             0.00095733
                     18,                 1.9411,                 2.5498,                 3.3801,                  1.279,                0.44455,                0.48602,                0.44205,                0.21262,                0.44161,                 0.3791,                0.36324,                0.14266,                 2.0479,                 2.6414,                 3.8594,                 1.4046,             0.00095467,             0.00095467,             0.00095467
                     19,                 1.9556,                 2.5137,                 3.3938,                 1.2799,                0.48823,                0.47785,                0.44871,                0.21233,                0.42278,                0.39196,                0.35268,                0.14468,                 2.0808,                 2.7228,                 3.8905,                 1.4147,               0.000952,               0.000952,               0.000952
                     20,                 1.9031,                 2.5693,                 3.3838,                 1.2914,                0.45418,                 0.4924,                0.45402,                0.21842,                0.41625,                0.37596,                0.35614,                0.14734,                 2.0523,                 2.6511,                 3.8504,                 1.4105,             0.00094933,             0.00094933,             0.00094933
                     21,                 1.8895,                 2.5131,                 3.3072,                 1.2895,                0.45074,                0.47574,                0.43468,                0.20553,                0.43547,                0.36755,                0.34785,                0.14054,                 2.0853,                 2.6815,                 3.9515,                 1.4498,             0.00094667,             0.00094667,             0.00094667
                     22,                 1.8777,                 2.4941,                 3.1899,                 1.2868,                 0.4361,                 0.4727,                0.41933,                0.19165,                0.39256,                 0.3789,                0.33348,                0.13113,                  2.095,                 2.6487,                 3.9853,                 1.4289,               0.000944,               0.000944,               0.000944
                     23,                 1.8674,                 2.5292,                 3.2374,                 1.2652,                0.47374,                0.44411,                0.42586,                0.19736,                0.41722,                0.37812,                0.34172,                0.13909,                 2.1015,                 2.7543,                 3.8808,                 1.4279,             0.00094133,             0.00094133,             0.00094133
                     24,                 1.8908,                 2.4495,                  3.196,                 1.2518,                0.49713,                0.44189,                0.45038,                 0.2197,                0.46448,                0.37637,                0.37042,                0.14997,                 2.0434,                 2.6312,                 3.7898,                 1.4094,             0.00093867,             0.00093867,             0.00093867
                     25,                 1.8938,                  2.456,                 3.2411,                 1.2886,                0.46009,                0.46642,                0.43823,                0.21423,                0.39669,                0.38707,                0.35573,                0.14779,                 2.0457,                 2.6409,                  3.708,                 1.4095,               0.000936,               0.000936,               0.000936
                     26,                 1.8771,                 2.5233,                 3.2065,                  1.257,                0.43297,                0.47353,                0.41992,                0.19724,                0.39093,                0.36861,                0.32349,                0.13354,                 2.0435,                 2.7349,                 4.0079,                  1.412,             0.00093333,             0.00093333,             0.00093333
                     27,                 1.8465,                 2.4494,                 3.1095,                 1.2565,                0.44329,                0.46389,                 0.4283,                0.20189,                0.44738,                0.34304,                0.33094,                 0.1421,                 2.0585,                 2.7231,                 3.9235,                 1.3994,             0.00093067,             0.00093067,             0.00093067
                     28,                 1.8619,                 2.4106,                 3.0281,                 1.2341,                 0.4639,                 0.4557,                0.43464,                0.20551,                0.45376,                0.37128,                0.34856,                0.13741,                 2.1033,                 2.6522,                 3.9018,                 1.3987,               0.000928,               0.000928,               0.000928
                     29,                 1.8409,                 2.3933,                  3.053,                 1.2444,                0.43563,                0.48797,                0.43608,                0.20867,                0.47026,                0.38213,                  0.366,                 0.1433,                 2.0974,                 2.6572,                 3.9579,                 1.4327,             0.00092533,             0.00092533,             0.00092533
                     30,                 1.8517,                 2.4389,                 3.0083,                 1.2406,                0.49872,                0.46843,                0.44454,                0.21413,                0.46869,                0.37313,                0.35828,                0.14978,                 2.0286,                 2.6487,                 3.9055,                 1.3836,             0.00092267,             0.00092267,             0.00092267
                     31,                 1.8187,                 2.4368,                 3.0809,                 1.2418,                0.43183,                0.48093,                 0.4332,                0.20443,                0.44389,                0.35841,                0.35009,                0.14519,                 2.0352,                 2.6528,                 3.9496,                 1.3979,                0.00092,                0.00092,                0.00092
                     32,                 1.8211,                 2.3644,                 3.0053,                 1.2357,                0.48856,                0.48211,                0.45211,                 0.2135,                0.42769,                0.38881,                0.36599,                0.15554,                 2.0761,                 2.6059,                 3.9891,                 1.4454,             0.00091733,             0.00091733,             0.00091733
                     33,                 1.7745,                 2.3384,                 2.8561,                 1.2103,                0.45228,                 0.4779,                 0.4366,                0.21079,                 0.3835,                0.40019,                0.34946,                0.14799,                 2.0652,                 2.6292,                 3.9712,                 1.4126,             0.00091467,             0.00091467,             0.00091467
                     34,                 1.7662,                 2.3619,                 2.9349,                 1.2068,                0.49438,                0.49672,                0.45748,                 0.2218,                0.38743,                0.41067,                0.35758,                0.14799,                 2.0471,                 2.6362,                 3.8283,                 1.4266,               0.000912,               0.000912,               0.000912
                     35,                 1.7768,                 2.4308,                 2.9309,                  1.228,                0.47659,                0.45129,                0.41986,                 0.2084,                0.40945,                0.39617,                 0.3569,                 0.1506,                  2.114,                 2.6646,                 3.8348,                  1.451,             0.00090933,             0.00090933,             0.00090933
                     36,                 1.7845,                 2.3219,                 2.9153,                 1.2294,                0.43711,                0.47522,                0.43858,                0.20674,                0.46475,                0.36449,                0.36484,                0.14258,                 2.0828,                 2.6176,                 3.9321,                 1.4092,             0.00090667,             0.00090667,             0.00090667
                     37,                 1.7596,                 2.3036,                 2.9102,                 1.2198,                0.47469,                0.48103,                0.44873,                0.21011,                0.42283,                0.39401,                0.37573,                0.15432,                 2.1367,                 2.6266,                 3.8834,                 1.4515,               0.000904,               0.000904,               0.000904
                     38,                  1.752,                 2.3647,                 2.8187,                 1.1993,                0.49114,                0.44405,                0.44142,                0.20885,                 0.4154,                0.39593,                0.36943,                0.15525,                 2.1038,                 2.5844,                 3.9156,                 1.4285,             0.00090133,             0.00090133,             0.00090133
                     39,                 1.7821,                 2.3485,                 2.8255,                 1.2094,                0.46883,                0.46797,                 0.4461,                0.21758,                0.49023,                0.37818,                0.38144,                0.16623,                 2.1134,                 2.6125,                 3.7859,                 1.4278,             0.00089867,             0.00089867,             0.00089867
                     40,                 1.7294,                 2.2683,                 2.7353,                 1.1949,                0.44846,                0.51457,                0.45597,                0.22198,                0.45445,                 0.3818,                0.37373,                0.15518,                 2.1086,                 2.6167,                 3.8245,                 1.4445,               0.000896,               0.000896,               0.000896
                     41,                 1.7568,                 2.2908,                 2.8272,                 1.2144,                0.49175,                0.50181,                0.45004,                0.21711,                0.45267,                0.40929,                0.37018,                0.15301,                 2.1662,                 2.7046,                  3.815,                 1.4784,             0.00089333,             0.00089333,             0.00089333
                     42,                 1.7722,                 2.2795,                  2.761,                 1.1997,                0.48927,                0.46221,                0.43509,                0.21226,                0.46993,                0.40451,                0.38138,                0.16114,                 2.1499,                  2.687,                   3.85,                 1.4348,             0.00089067,             0.00089067,             0.00089067
                     43,                 1.7381,                 2.3229,                 2.7075,                 1.1877,                0.47909,                0.47908,                0.44076,                0.20804,                0.46267,                0.37529,                0.35948,                0.15433,                 2.1405,                 2.6669,                 4.0082,                 1.4621,               0.000888,               0.000888,               0.000888
                     44,                 1.7398,                 2.3754,                 2.7656,                 1.2065,                0.50312,                 0.4621,                0.43931,                0.20936,                0.43287,                0.38815,                 0.3429,                0.14952,                 2.1427,                 2.6498,                 3.8476,                 1.4808,             0.00088533,             0.00088533,             0.00088533
                     45,                 1.7215,                 2.3101,                 2.5863,                 1.1825,                0.52391,                0.48067,                0.45079,                0.21513,                0.45651,                 0.3704,                0.34338,                0.15169,                 2.1738,                 2.6615,                 3.8704,                 1.4743,             0.00088267,             0.00088267,             0.00088267
                     46,                 1.7045,                 2.2287,                  2.596,                 1.1838,                0.48906,                0.48684,                0.44089,                0.20146,                0.42115,                0.38069,                0.33883,                0.14954,                  2.167,                 2.6435,                 3.9307,                 1.4798,                0.00088,                0.00088,                0.00088
                     47,                 1.6799,                 2.3086,                 2.6156,                  1.159,                0.49097,                0.47177,                0.42337,                0.19627,                 0.4642,                0.36521,                 0.3445,                0.14125,                 2.1915,                 2.6615,                  4.031,                 1.4916,             0.00087733,             0.00087733,             0.00087733
                     48,                 1.6764,                 2.2174,                   2.59,                 1.1696,                0.48268,                0.49507,                0.45333,                0.21511,                0.46257,                0.37478,                0.37246,                 0.1573,                  2.177,                 2.6577,                 3.9373,                 1.4955,             0.00087467,             0.00087467,             0.00087467
                     49,                 1.6784,                 2.2083,                 2.5779,                 1.1847,                0.53163,                0.47311,                0.44887,                0.20409,                0.45907,                0.39344,                0.36588,                 0.1511,                 2.1482,                 2.6332,                 3.9866,                 1.4613,               0.000872,               0.000872,               0.000872
                     50,                 1.6862,                  2.234,                  2.572,                 1.1727,                0.50174,                0.48051,                0.44769,                0.20169,                0.49216,                0.36294,                 0.3573,                0.14742,                 2.1546,                 2.6446,                 4.0116,                 1.4441,             0.00086933,             0.00086933,             0.00086933
                     51,                 1.6794,                 2.3115,                 2.5582,                 1.1641,                0.48267,                0.49594,                0.45596,                  0.212,                0.46209,                0.36551,                0.35789,                0.15113,                 2.1223,                 2.6073,                 3.8657,                 1.4327,             0.00086667,             0.00086667,             0.00086667
                     52,                 1.6511,                 2.2354,                 2.5622,                 1.1612,                0.46061,                0.48643,                0.44211,                0.21009,                0.40856,                0.40245,                0.36536,                0.15567,                 2.1563,                 2.6042,                  3.852,                 1.4412,               0.000864,               0.000864,               0.000864
                     53,                 1.6732,                 2.2119,                 2.5046,                 1.1612,                0.47908,                0.47182,                0.45556,                0.22113,                0.46979,                0.37805,                0.37479,                0.15918,                 2.1668,                 2.6341,                 3.8624,                  1.461,             0.00086133,             0.00086133,             0.00086133
                     54,                 1.6316,                 2.2213,                 2.4004,                 1.1581,                0.51151,                 0.4617,                 0.4435,                0.21702,                0.46009,                 0.3901,                0.36513,                0.15573,                 2.1804,                 2.6566,                  3.935,                 1.4967,             0.00085867,             0.00085867,             0.00085867
                     55,                 1.6056,                 2.1858,                  2.439,                 1.1451,                0.54309,                 0.4476,                0.44661,                0.21231,                0.45342,                0.37994,                 0.3528,                0.14593,                 2.2163,                  2.677,                 4.0233,                 1.4769,               0.000856,               0.000856,               0.000856
                     56,                 1.6445,                 2.2574,                  2.409,                 1.1395,                0.50734,                0.45259,                0.43709,                0.20298,                0.44513,                0.39996,                0.36532,                0.15325,                 2.2093,                 2.6133,                 3.9721,                  1.487,             0.00085333,             0.00085333,             0.00085333
                     57,                  1.637,                 2.2494,                 2.3585,                  1.152,                0.48947,                0.48252,                0.45459,                0.21138,                0.46933,                0.35107,                0.35033,                0.14819,                 2.1891,                 2.6585,                 3.9865,                 1.4865,             0.00085067,             0.00085067,             0.00085067
                     58,                 1.6159,                 2.1807,                 2.3816,                 1.1513,                0.48993,                0.51119,                0.45869,                0.21983,                0.42775,                0.41329,                0.36106,                0.15261,                 2.2087,                  2.702,                 3.9465,                 1.4915,               0.000848,               0.000848,               0.000848
                     59,                 1.5826,                 2.1865,                 2.3175,                 1.1199,                0.53144,                0.46298,                0.45874,                 0.2306,                0.49487,                0.39823,                0.37555,                0.16548,                 2.1527,                 2.6541,                 3.9562,                 1.4797,             0.00084533,             0.00084533,             0.00084533
                     60,                 1.5998,                 2.2025,                  2.303,                 1.1309,                0.56148,                0.44827,                0.45925,                0.22493,                0.51174,                0.39206,                0.37808,                0.16468,                 2.1889,                 2.6762,                 3.8436,                 1.4897,             0.00084267,             0.00084267,             0.00084267
                     61,                 1.6128,                 2.2292,                 2.3174,                  1.135,                0.51647,                0.47469,                 0.4454,                0.22017,                0.45571,                 0.3955,                0.36015,                0.14919,                 2.1726,                 2.6534,                  3.972,                  1.492,                0.00084,                0.00084,                0.00084
                     62,                 1.6151,                 2.1616,                 2.2955,                  1.147,                0.50774,                0.45288,                0.43755,                0.21229,                0.44616,                0.37414,                 0.3574,                0.14528,                 2.2001,                 2.6317,                 3.9843,                 1.5219,             0.00083733,             0.00083733,             0.00083733
                     63,                 1.5417,                 2.1526,                 2.1949,                 1.1152,                0.49693,                0.43839,                0.41009,                0.19726,                0.43656,                0.37786,                0.34616,                0.14509,                 2.2105,                  2.652,                  4.232,                 1.5269,             0.00083467,             0.00083467,             0.00083467
                     64,                  1.576,                 2.1741,                  2.212,                 1.1288,                0.53399,                0.46683,                0.43714,                0.21263,                0.47714,                0.37755,                0.36963,                0.15418,                 2.1937,                 2.6743,                 3.9864,                 1.4999,               0.000832,               0.000832,               0.000832
                     65,                 1.5457,                 2.1164,                 2.1578,                 1.1159,                0.52828,                0.45029,                0.43196,                0.21216,                0.45203,                0.36562,                0.34644,                0.14476,                 2.2012,                 2.6865,                 4.0761,                 1.5044,             0.00082933,             0.00082933,             0.00082933
                     66,                 1.5791,                  2.202,                 2.1684,                 1.1388,                0.52825,                0.44534,                0.43622,                0.21735,                0.49964,                 0.3651,                0.35717,                0.15957,                 2.2056,                 2.6751,                 4.1357,                 1.4878,             0.00082667,             0.00082667,             0.00082667
                     67,                 1.5403,                 2.1672,                 2.0962,                 1.0958,                0.51717,                0.46724,                0.43179,                0.21246,                0.46848,                0.38552,                0.36633,                0.15158,                 2.1897,                 2.6848,                 4.1424,                 1.5012,               0.000824,               0.000824,               0.000824
                     68,                 1.5508,                 2.1754,                 2.1521,                 1.1093,                0.48804,                 0.4728,                0.42921,                 0.2112,                0.43482,                0.38214,                0.36315,                0.14604,                 2.1692,                 2.7046,                 4.0269,                 1.4849,             0.00082133,             0.00082133,             0.00082133
                     69,                 1.5215,                 2.1193,                  2.114,                  1.099,                0.49369,                0.47506,                0.42564,                0.20352,                0.43431,                0.39452,                0.35428,                0.15153,                 2.2214,                 2.7626,                 4.1158,                 1.4936,             0.00081867,             0.00081867,             0.00081867
                     70,                 1.5179,                 2.1303,                 2.1009,                  1.099,                0.50183,                0.49137,                0.42802,                0.20823,                 0.4525,                0.37776,                0.35369,                0.15357,                 2.2227,                 2.7052,                 4.0619,                 1.5232,               0.000816,               0.000816,               0.000816
                     71,                 1.5215,                 2.1732,                 2.1036,                 1.0974,                0.51689,                0.49924,                0.44282,                0.21462,                0.45474,                0.39452,                0.35617,                0.15283,                 2.2243,                 2.7309,                 4.1696,                 1.5154,             0.00081333,             0.00081333,             0.00081333
                     72,                  1.514,                 2.1175,                 2.0249,                 1.0854,                0.50659,                0.45532,                0.42855,                0.21649,                0.44397,                0.38939,                0.36448,                0.15579,                 2.2429,                 2.7658,                 4.3522,                 1.5433,             0.00081067,             0.00081067,             0.00081067
                     73,                 1.5119,                 2.0844,                 2.0337,                 1.0955,                 0.5211,                0.45099,                0.43191,                0.21564,                0.47197,                0.38116,                0.36467,                0.15605,                  2.296,                 2.7548,                 4.2763,                 1.5658,               0.000808,               0.000808,               0.000808
                     74,                 1.5053,                 2.0637,                 2.0511,                  1.094,                0.54758,                0.43437,                0.43262,                0.21194,                0.47091,                0.38578,                0.36732,                0.15549,                  2.279,                 2.6894,                   4.15,                 1.5567,             0.00080533,             0.00080533,             0.00080533
                     75,                  1.482,                 2.0255,                 2.0141,                 1.0762,                0.57329,                0.44487,                0.43698,                0.20619,                0.48929,                0.37755,                0.36141,                0.15283,                 2.2678,                  2.722,                 4.3627,                 1.5345,             0.00080267,             0.00080267,             0.00080267
                     76,                 1.4715,                 2.0374,                 1.9768,                 1.0685,                0.50988,                0.44986,                0.42964,                0.20496,                0.46531,                 0.3717,                0.35602,                0.14286,                 2.2611,                 2.7049,                 4.2601,                 1.5304,                 0.0008,                 0.0008,                 0.0008
                     77,                 1.4794,                 2.0626,                 1.9992,                 1.0726,                0.49456,                0.45752,                0.42605,                0.19905,                0.49356,                0.36598,                0.36584,                  0.152,                 2.2567,                 2.6637,                 4.2258,                 1.5581,             0.00079733,             0.00079733,             0.00079733
                     78,                 1.4603,                 2.0661,                  1.973,                 1.0762,                0.53206,                0.43368,                  0.436,                0.20371,                0.48273,                0.36373,                0.36138,                0.14605,                 2.2757,                 2.7125,                  4.258,                 1.5459,             0.00079467,             0.00079467,             0.00079467
                     79,                 1.4726,                 2.0246,                 1.9355,                 1.0865,                 0.5179,                0.44564,                0.43656,                0.20971,                 0.4919,                0.35406,                0.35094,                0.14596,                 2.3119,                 2.7858,                 4.2081,                 1.5929,               0.000792,               0.000792,               0.000792
                     80,                 1.4407,                 2.0714,                 1.8493,                 1.0645,                0.51969,                0.45506,                0.43991,                0.20906,                0.44768,                0.37733,                0.36498,                0.15297,                 2.2624,                   2.72,                  4.302,                 1.5636,             0.00078933,             0.00078933,             0.00078933
                     81,                 1.4402,                 2.0257,                 1.9114,                 1.0615,                0.53459,                0.43848,                0.43716,                0.21169,                0.49113,                0.35095,                0.36412,                0.15367,                 2.2594,                 2.7279,                  4.283,                 1.5591,             0.00078667,             0.00078667,             0.00078667
                     82,                 1.4236,                 2.0849,                 1.8754,                 1.0687,                0.48748,                 0.4586,                0.42271,                0.20921,                0.47011,                0.38949,                0.37187,                 0.1572,                 2.2105,                 2.6997,                 4.3027,                 1.5298,               0.000784,               0.000784,               0.000784
                     83,                 1.4567,                 2.0352,                 1.9008,                 1.0788,                0.50653,                0.44184,                0.42955,                 0.2088,                0.43869,                0.37698,                0.36062,                0.15464,                 2.2413,                 2.6709,                 4.2651,                 1.5408,             0.00078133,             0.00078133,             0.00078133
                     84,                 1.4183,                 2.0104,                 1.8359,                 1.0561,                0.52387,                0.44446,                0.43976,                0.20716,                0.47981,                0.37703,                0.37378,                0.15286,                 2.2436,                 2.7235,                 4.1647,                 1.5323,             0.00077867,             0.00077867,             0.00077867
                     85,                 1.4048,                 2.0009,                 1.8046,                 1.0532,                0.49158,                0.46963,                0.43373,                0.20391,                0.43653,                0.37384,                0.36872,                0.15476,                 2.2643,                 2.7493,                 4.4523,                 1.5593,               0.000776,               0.000776,               0.000776
                     86,                 1.4154,                 1.9738,                 1.7958,                 1.0609,                0.50158,                0.46096,                0.42685,                0.20429,                0.47262,                0.34875,                0.34983,                0.15252,                 2.3036,                 2.7184,                  4.481,                 1.6006,             0.00077333,             0.00077333,             0.00077333
                     87,                 1.4107,                  2.043,                 1.8092,                 1.0612,                0.51467,                0.47156,                0.43959,                0.20776,                0.56136,                0.31487,                0.34938,                0.15393,                 2.3062,                 2.6776,                 4.3981,                 1.6132,             0.00077067,             0.00077067,             0.00077067
                     88,                 1.4277,                 2.0006,                 1.8129,                  1.062,                0.49951,                0.46016,                0.43527,                0.20277,                0.46993,                  0.356,                0.35178,                0.14594,                 2.2955,                 2.7431,                 4.4498,                 1.5831,               0.000768,               0.000768,               0.000768
                     89,                  1.387,                 1.9507,                 1.7925,                 1.0527,                0.51672,                0.41634,                0.42097,                 0.2004,                0.47503,                0.36227,                0.35839,                 0.1469,                   2.25,                 2.7215,                 4.5532,                 1.5542,             0.00076533,             0.00076533,             0.00076533
                     90,                 1.3974,                 1.9821,                 1.7708,                 1.0547,                0.50893,                0.44318,                0.43142,                0.21651,                0.44676,                0.38275,                0.35941,                0.15369,                 2.2376,                 2.6791,                  4.264,                 1.5261,             0.00076267,             0.00076267,             0.00076267
                     91,                 1.3948,                 2.0555,                 1.7533,                 1.0406,                0.51048,                0.45015,                 0.4405,                0.21682,                0.43902,                0.38609,                0.36738,                0.16219,                 2.2814,                 2.7653,                 4.5632,                 1.5549,                0.00076,                0.00076,                0.00076
                     92,                 1.3844,                  2.041,                 1.7129,                 1.0282,                0.50907,                0.42845,                0.43657,                0.21087,                0.44815,                0.35039,                0.35711,                0.15183,                 2.2667,                 2.7495,                 4.5074,                 1.5496,             0.00075733,             0.00075733,             0.00075733
                     93,                 1.3958,                 2.0061,                 1.7725,                 1.0353,                0.53929,                0.45017,                 0.4516,                0.21816,                0.45227,                0.37158,                 0.3629,                0.16035,                 2.2552,                 2.7523,                 4.3571,                 1.5667,             0.00075467,             0.00075467,             0.00075467
                     94,                 1.3839,                 1.9952,                 1.7401,                 1.0489,                0.54965,                0.43731,                0.44268,                 0.2146,                0.46044,                0.35785,                0.35929,                0.14914,                 2.2637,                 2.7751,                 4.6816,                 1.5909,               0.000752,               0.000752,               0.000752
                     95,                 1.3685,                 1.9856,                 1.6921,                 1.0355,                0.50662,                0.43476,                0.42866,                0.19642,                0.49799,                0.34262,                 0.3467,                0.14456,                 2.3259,                 2.8356,                 4.6472,                 1.6151,             0.00074933,             0.00074933,             0.00074933
                     96,                 1.3316,                  1.948,                 1.6585,                 1.0272,                0.44957,                0.45408,                0.41959,                0.20064,                0.45643,                0.34628,                0.35514,                0.14788,                 2.3291,                 2.8018,                 4.7439,                  1.627,             0.00074667,             0.00074667,             0.00074667
                     97,                 1.3632,                 2.0006,                 1.6552,                 1.0297,                0.50554,                0.45968,                0.43198,                 0.2087,                0.47891,                0.36453,                0.36283,                0.15459,                 2.3196,                 2.7402,                 4.4624,                 1.6119,               0.000744,               0.000744,               0.000744
                     98,                 1.3894,                 2.0007,                 1.7218,                 1.0427,                0.47377,                0.45644,                0.42636,                0.20581,                    0.5,                0.34216,                0.35777,                0.15422,                 2.2667,                 2.7146,                 4.5247,                 1.5802,             0.00074133,             0.00074133,             0.00074133
                     99,                  1.335,                 1.8932,                   1.66,                 1.0159,                0.48713,                0.45691,                0.43152,                0.21328,                0.43843,                 0.3792,                 0.3619,                0.15787,                 2.2801,                 2.6744,                 4.4093,                 1.5713,             0.00073867,             0.00073867,             0.00073867
                    100,                 1.3181,                 1.9016,                 1.6012,                 1.0081,                0.49043,                0.46848,                0.43892,                 0.2178,                 0.4212,                0.39031,                0.36223,                0.16214,                 2.2872,                 2.6624,                 4.5686,                 1.6029,               0.000736,               0.000736,               0.000736
                    101,                  1.326,                  1.911,                  1.635,                  1.016,                0.48752,                0.44513,                0.43064,                0.21032,                0.47002,                0.35363,                0.35983,                0.15717,                 2.2803,                 2.7029,                 4.4532,                 1.5739,             0.00073333,             0.00073333,             0.00073333
                    102,                 1.3536,                 1.9074,                 1.6906,                 1.0146,                 0.4649,                0.45711,                 0.4159,                0.19796,                0.47509,                0.35546,                0.34921,                 0.1504,                 2.2683,                 2.7398,                 4.6018,                 1.5662,             0.00073067,             0.00073067,             0.00073067
                    103,                 1.2981,                 1.9527,                 1.5861,                 1.0129,                0.47782,                0.43613,                 0.4125,                 0.1937,                0.43074,                0.35657,                0.34249,                0.14767,                 2.2612,                 2.7289,                 4.5793,                 1.5835,               0.000728,               0.000728,               0.000728
                    104,                 1.3378,                 1.9399,                 1.6346,                 1.0203,                0.49922,                0.43808,                0.41891,                0.21009,                0.45149,                0.38383,                0.35579,                0.15806,                 2.2365,                 2.6817,                 4.4609,                  1.563,             0.00072533,             0.00072533,             0.00072533
                    105,                 1.3118,                  1.912,                 1.5869,                 1.0066,                 0.5226,                0.44456,                0.43646,                0.21349,                 0.4591,                0.39226,                0.36644,                0.16637,                 2.2286,                 2.6839,                 4.3876,                 1.5412,             0.00072267,             0.00072267,             0.00072267
