                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                 1.3372,                 1.9435,                 1.6214,                 1.0261,                0.55235,                0.43701,                0.44578,                0.22358,                0.48566,                0.37225,                0.37505,                0.16977,                 2.2334,                 2.6853,                 4.3227,                 1.5553,                0.00072,                0.00072,                0.00072
                    107,                  1.313,                 1.9356,                 1.5894,                 1.0072,                0.50204,                0.46015,                0.43507,                0.21193,                0.52811,                0.34813,                0.36924,                0.15747,                 2.2495,                 2.6804,                 4.2981,                 1.5389,             0.00071733,             0.00071733,             0.00071733
                    108,                 1.3128,                 1.9571,                 1.5753,                 1.0097,                0.50141,                0.43906,                0.41962,                 0.1957,                0.46603,                 0.3596,                0.35754,                0.15222,                 2.2904,                   2.78,                 4.6186,                 1.5766,             0.00071467,             0.00071467,             0.00071467
                    109,                 1.2949,                 1.9058,                 1.5861,                 1.0009,                0.52246,                0.44888,                0.42501,                0.20236,                0.43607,                0.37215,                0.35188,                0.15608,                 2.3057,                  2.695,                 4.3949,                 1.5745,               0.000712,               0.000712,               0.000712
                    110,                 1.2811,                 1.9041,                 1.5381,                0.99821,                 0.4803,                0.44734,                0.41578,                 0.2064,                0.43752,                0.35765,                 0.3539,                0.15806,                 2.3058,                 2.7169,                 4.6107,                 1.5987,             0.00070933,             0.00070933,             0.00070933
                    111,                 1.3067,                 1.9094,                 1.5597,                 1.0082,                0.49704,                0.44409,                0.42749,                0.21289,                0.47146,                0.38099,                0.37726,                0.16513,                 2.2717,                 2.6963,                 4.7033,                 1.5892,             0.00070667,             0.00070667,             0.00070667
                    112,                 1.2987,                 1.9317,                 1.5636,                 1.0012,                0.47983,                0.44645,                0.43044,                 0.2127,                0.47189,                0.36185,                0.36957,                0.16609,                 2.3232,                 2.7355,                 4.7035,                 1.5987,               0.000704,               0.000704,               0.000704
                    113,                 1.2818,                  1.903,                 1.5237,                 1.0062,                0.48421,                0.46278,                0.44328,                0.21643,                0.52197,                0.33049,                0.36594,                0.15942,                 2.2935,                 2.6974,                 4.5517,                 1.6096,             0.00070133,             0.00070133,             0.00070133
                    114,                 1.2704,                 1.9414,                 1.4957,                0.99792,                0.50405,                0.43711,                0.43576,                0.20914,                0.44184,                0.36521,                0.35885,                0.15386,                 2.3197,                 2.7153,                 4.7142,                 1.5972,             0.00069867,             0.00069867,             0.00069867
                    115,                 1.2808,                 1.8728,                 1.5271,                0.99131,                0.54478,                0.39925,                0.42663,                0.20555,                0.48099,                0.35039,                 0.3586,                0.14991,                 2.3586,                 2.6854,                 4.6213,                 1.6444,               0.000696,               0.000696,               0.000696
                    116,                 1.2587,                 1.9119,                 1.5016,                 1.0016,                0.55842,                0.41227,                0.43214,                0.20871,                0.46913,                0.35595,                0.36003,                0.15024,                 2.3325,                 2.7031,                 4.6681,                 1.6274,             0.00069333,             0.00069333,             0.00069333
                    117,                 1.2298,                 1.8818,                 1.4671,                0.98735,                0.50833,                0.45212,                0.43026,                0.20521,                0.43987,                0.37061,                0.34593,                0.14475,                 2.3309,                 2.6754,                 4.6178,                 1.6453,             0.00069067,             0.00069067,             0.00069067
                    118,                 1.2628,                 1.9039,                 1.4913,                0.99414,                0.52154,                0.41603,                 0.4165,                0.20101,                0.44252,                0.35667,                0.34693,                0.14362,                 2.3338,                 2.6627,                 4.6138,                 1.6501,               0.000688,               0.000688,               0.000688
                    119,                 1.2647,                 1.8525,                 1.4883,                0.99395,                0.48197,                0.42759,                0.40832,                0.19863,                 0.4916,                0.33697,                0.33675,                0.14412,                 2.3275,                 2.6751,                 4.8017,                 1.6173,             0.00068533,             0.00068533,             0.00068533
                    120,                 1.2457,                 1.8168,                 1.4779,                0.99182,                 0.5316,                0.40249,                0.42048,                0.20557,                0.47379,                0.34335,                0.33872,                0.14947,                 2.2929,                 2.6676,                 4.6654,                  1.608,             0.00068267,             0.00068267,             0.00068267
                    121,                 1.2495,                 1.9254,                 1.4622,                0.98444,                 0.5075,                0.44271,                0.42378,                0.20502,                0.44677,                0.36027,                0.34908,                0.14962,                 2.3068,                 2.7211,                 4.7032,                 1.6123,                0.00068,                0.00068,                0.00068
                    122,                 1.2506,                 1.8092,                 1.4953,                0.98286,                0.51765,                0.43911,                  0.425,                0.20662,                0.46635,                0.35178,                0.33531,                0.14703,                 2.2974,                 2.6936,                 4.7552,                 1.6146,             0.00067733,             0.00067733,             0.00067733
                    123,                 1.2374,                 1.8752,                  1.454,                 0.9882,                0.50873,                0.44586,                0.41946,                 0.2026,                0.44655,                0.35137,                0.33783,                0.15036,                 2.3391,                 2.7175,                 4.7306,                  1.652,             0.00067467,             0.00067467,             0.00067467
                    124,                 1.2249,                 1.8557,                 1.4411,                0.97498,                0.48833,                0.42672,                0.40782,                0.19601,                0.45167,                0.34746,                0.33735,                0.14717,                 2.3574,                  2.682,                 4.8548,                 1.6387,               0.000672,               0.000672,               0.000672
                    125,                 1.2383,                 1.9211,                  1.451,                0.97966,                0.49181,                0.45958,                0.42125,                0.20205,                0.45234,                0.35374,                0.34027,                0.14977,                 2.3357,                 2.7076,                 4.6147,                 1.6322,             0.00066933,             0.00066933,             0.00066933
                    126,                 1.2081,                 1.8204,                 1.4278,                0.97704,                0.48538,                0.45634,                0.42911,                0.20793,                0.46527,                0.35687,                0.35458,                0.15246,                 2.3231,                 2.7633,                 4.6056,                 1.6421,             0.00066667,             0.00066667,             0.00066667
                    127,                  1.215,                 1.8494,                 1.4507,                0.97466,                0.51974,                0.42769,                0.42169,                0.20463,                0.47417,                0.36531,                0.35616,                0.15505,                 2.3473,                 2.8185,                 4.6537,                 1.6232,               0.000664,               0.000664,               0.000664
                    128,                  1.194,                 1.8964,                 1.4033,                0.96959,                0.51093,                0.43366,                0.42252,                0.20598,                0.43318,                0.37128,                0.35302,                0.15412,                 2.3142,                 2.7452,                 4.7485,                 1.6306,             0.00066133,             0.00066133,             0.00066133
                    129,                 1.2022,                 1.8032,                 1.3821,                0.97217,                0.51596,                0.43572,                0.42578,                0.20946,                0.45299,                0.37107,                0.36099,                0.15843,                 2.3244,                 2.7685,                 4.7309,                 1.6554,             0.00065867,             0.00065867,             0.00065867
                    130,                 1.2026,                   1.79,                 1.3809,                0.97046,                0.49206,                0.44143,                 0.4243,                0.21013,                 0.4274,                0.38228,                0.36329,                 0.1589,                 2.3617,                 2.7438,                 4.7305,                 1.6836,               0.000656,               0.000656,               0.000656
                    131,                  1.207,                 1.8887,                 1.4218,                0.97485,                0.53964,                0.41355,                 0.4222,                0.20168,                0.48739,                0.37776,                0.36735,                0.15717,                 2.3667,                 2.8098,                 4.8379,                 1.6739,             0.00065333,             0.00065333,             0.00065333
                    132,                 1.2071,                 1.8437,                 1.4285,                0.97038,                0.48466,                0.45948,                0.42335,                0.20656,                0.46206,                0.36542,                0.35732,                0.15606,                 2.3765,                 2.7074,                 4.7512,                 1.7153,             0.00065067,             0.00065067,             0.00065067
                    133,                 1.1876,                 1.8015,                 1.4107,                0.96427,                0.50008,                0.43491,                0.42606,                0.21049,                0.45111,                0.35969,                0.36366,                0.15772,                 2.3526,                 2.7306,                 4.8895,                 1.6759,               0.000648,               0.000648,               0.000648
                    134,                 1.1896,                 1.8668,                 1.4027,                0.97229,                0.50335,                0.45465,                0.42323,                0.20432,                0.42127,                0.37887,                0.35457,                0.15551,                 2.3672,                 2.7744,                  4.958,                 1.6713,             0.00064533,             0.00064533,             0.00064533
                    135,                 1.1914,                   1.85,                 1.3691,                0.97362,                0.47884,                0.46926,                0.41822,                0.20706,                0.45844,                0.36942,                 0.3623,                0.16016,                 2.4047,                 2.7757,                 4.7777,                 1.7065,             0.00064267,             0.00064267,             0.00064267
                    136,                 1.2052,                 1.8677,                 1.3794,                0.96314,                0.48951,                0.44328,                0.41786,                0.20561,                0.42055,                0.38174,                0.35956,                0.16063,                 2.4343,                 2.8224,                 4.9146,                 1.7018,                0.00064,                0.00064,                0.00064
                    137,                 1.1705,                 1.8132,                 1.3371,                0.96595,                0.47795,                0.42853,                0.41249,                0.20289,                 0.4494,                0.35873,                0.35377,                0.15419,                 2.4103,                 2.8577,                 4.8804,                 1.6886,             0.00063733,             0.00063733,             0.00063733
                    138,                  1.169,                 1.8009,                 1.3541,                0.96636,                0.46528,                0.46773,                0.43166,                0.22137,                0.48689,                0.36306,                0.37372,                0.16601,                 2.3902,                 2.8119,                 4.8343,                 1.6774,             0.00063467,             0.00063467,             0.00063467
                    139,                 1.1899,                 1.8062,                 1.3773,                0.96981,                0.49688,                0.45212,                0.43045,                0.22048,                 0.4516,                0.36666,                0.35972,                0.16665,                 2.3908,                  2.765,                 5.0075,                 1.7071,               0.000632,               0.000632,               0.000632
                    140,                 1.1712,                 1.7635,                 1.3461,                 0.9537,                0.50908,                 0.4529,                0.44055,                0.22581,                0.44516,                0.35147,                0.35497,                0.16922,                 2.3802,                 2.7676,                 5.0238,                 1.6671,             0.00062933,             0.00062933,             0.00062933
                    141,                 1.1697,                 1.7621,                 1.3451,                0.95484,                0.51779,                0.43798,                0.43455,                0.21732,                0.42003,                0.35245,                0.34886,                0.16051,                 2.3453,                 2.8521,                 5.0852,                 1.6382,             0.00062667,             0.00062667,             0.00062667
                    142,                 1.1647,                 1.8034,                 1.3404,                0.95816,                 0.4875,                0.43916,                0.41558,                0.20905,                0.43417,                0.34226,                0.34112,                0.15792,                 2.3986,                 2.8953,                 4.9422,                 1.6947,               0.000624,               0.000624,               0.000624
                    143,                 1.1303,                 1.7812,                 1.3103,                0.94011,                0.49904,                0.43819,                0.42764,                0.21649,                 0.4427,                0.36074,                0.35452,                0.16115,                 2.4032,                 2.8466,                 4.8435,                 1.6948,             0.00062133,             0.00062133,             0.00062133
                    144,                 1.1616,                 1.7843,                 1.3162,                0.96005,                 0.4968,                0.45377,                0.44051,                0.22523,                0.46046,                0.35147,                0.36052,                 0.1622,                 2.3989,                 2.8249,                 4.8614,                  1.689,             0.00061867,             0.00061867,             0.00061867
                    145,                 1.1457,                 1.7924,                 1.3084,                0.94944,                 0.4816,                0.45788,                0.43929,                0.21626,                0.47017,                0.35001,                 0.3618,                0.16613,                 2.4061,                 2.7889,                 5.0689,                 1.6802,               0.000616,               0.000616,               0.000616
                    146,                 1.1461,                 1.8702,                 1.3031,                0.94418,                0.49573,                0.45151,                0.43449,                0.21751,                0.43997,                0.38266,                0.36114,                0.16577,                  2.395,                 2.8049,                 4.9445,                 1.6907,             0.00061333,             0.00061333,             0.00061333
                    147,                 1.1377,                 1.8393,                 1.3306,                0.94783,                0.52469,                0.45722,                0.44669,                0.22943,                0.43861,                0.37831,                0.35952,                0.16729,                 2.4149,                 2.8228,                 4.9415,                 1.7101,             0.00061067,             0.00061067,             0.00061067
                    148,                 1.1432,                 1.7987,                 1.2874,                0.95299,                0.56879,                0.42139,                0.44864,                0.22831,                0.48198,                0.36459,                0.37944,                0.17385,                  2.404,                 2.7873,                 5.0995,                 1.6971,               0.000608,               0.000608,               0.000608
                    149,                 1.1275,                 1.7725,                 1.2526,                0.94796,                0.53635,                0.43413,                0.44535,                0.22576,                0.45384,                0.36655,                0.37657,                0.17066,                  2.407,                 2.8138,                 5.0976,                 1.6948,             0.00060533,             0.00060533,             0.00060533
                    150,                  1.129,                 1.7823,                 1.2819,                0.94626,                0.51542,                0.43325,                0.44698,                 0.2278,                0.44402,                0.36783,                0.38065,                0.17146,                 2.4069,                 2.8551,                 5.0959,                 1.7115,             0.00060267,             0.00060267,             0.00060267
                    151,                 1.1277,                 1.7779,                 1.3055,                0.95107,                0.51417,                0.45074,                0.45126,                 0.2371,                0.43205,                0.37951,                0.37926,                 0.1745,                 2.4108,                 2.8716,                 4.9095,                  1.725,                 0.0006,                 0.0006,                 0.0006
                    152,                 1.1004,                 1.7905,                 1.2454,                0.94648,                0.51159,                0.43161,                0.44574,                0.22804,                0.47011,                0.36274,                0.37456,                0.17302,                  2.408,                   2.85,                 4.9922,                 1.7283,             0.00059733,             0.00059733,             0.00059733
                    153,                 1.1246,                 1.7736,                 1.2629,                0.94519,                0.50549,                0.44662,                0.44466,                0.21441,                0.43962,                0.34942,                0.36085,                0.15798,                 2.4248,                 2.8748,                 5.0956,                 1.7062,             0.00059467,             0.00059467,             0.00059467
                    154,                 1.0823,                 1.7261,                 1.2156,                0.93837,                 0.4791,                0.46247,                0.44281,                0.22385,                 0.4783,                   0.34,                0.37249,                0.16622,                 2.4289,                 2.8596,                 5.1259,                 1.7086,               0.000592,               0.000592,               0.000592
                    155,                 1.0952,                 1.7101,                 1.2368,                0.93363,                0.53587,                0.42012,                 0.4459,                0.22156,                0.51019,                0.33436,                0.36688,                0.16374,                 2.4465,                 2.9096,                 5.2141,                 1.7137,             0.00058933,             0.00058933,             0.00058933
                    156,                 1.1147,                  1.749,                 1.2862,                0.95079,                0.50943,                 0.4223,                0.43787,                0.20792,                0.44171,                0.36217,                 0.3613,                0.15446,                  2.474,                 2.9441,                 5.0947,                 1.7236,             0.00058667,             0.00058667,             0.00058667
                    157,                 1.0889,                 1.7363,                 1.2315,                0.93202,                0.48726,                0.43396,                0.43523,                0.22345,                0.43689,                0.37709,                0.36354,                0.16441,                 2.4337,                 2.9177,                 5.0412,                 1.7228,               0.000584,               0.000584,               0.000584
                    158,                 1.0777,                 1.7604,                 1.2222,                0.92924,                0.48877,                 0.4456,                0.43817,                0.21941,                0.46233,                0.35696,                0.35619,                0.15834,                 2.4044,                 2.8737,                 5.0956,                 1.7019,             0.00058133,             0.00058133,             0.00058133
                    159,                 1.0755,                 1.7235,                 1.2377,                0.93701,                0.50367,                0.43441,                0.43209,                0.21706,                0.43479,                0.36372,                0.35371,                0.15685,                 2.4234,                 2.8405,                 5.0301,                 1.7424,             0.00057867,             0.00057867,             0.00057867
                    160,                 1.0698,                 1.6913,                 1.2028,                0.92772,                0.52398,                0.41525,                0.43504,                0.21783,                0.47504,                0.34206,                0.35566,                 0.1567,                 2.4116,                 2.8955,                  5.038,                 1.7331,               0.000576,               0.000576,               0.000576
                    161,                   1.09,                 1.7332,                 1.2368,                0.93087,                0.50767,                0.44513,                0.44019,                0.21814,                0.44664,                0.38882,                0.36917,                0.16143,                  2.428,                 2.8766,                 5.0952,                 1.7438,             0.00057333,             0.00057333,             0.00057333
                    162,                 1.0778,                 1.6888,                 1.2347,                0.93101,                0.48596,                0.45834,                0.43624,                0.21436,                0.43033,                0.37727,                0.36468,                0.15921,                 2.4326,                 2.8032,                 5.1803,                 1.7436,             0.00057067,             0.00057067,             0.00057067
                    163,                  1.083,                  1.709,                 1.2297,                0.92902,                0.49179,                 0.4367,                0.43592,                 0.2159,                0.49344,                0.34999,                0.37092,                 0.1624,                  2.411,                 2.8078,                 5.1068,                 1.7301,               0.000568,               0.000568,               0.000568
                    164,                  1.073,                 1.7533,                 1.2035,                0.92984,                0.50966,                0.41477,                0.42364,                0.21179,                0.46103,                0.35533,                 0.3634,                0.15839,                 2.3612,                 2.8042,                 5.2396,                 1.6973,             0.00056533,             0.00056533,             0.00056533
                    165,                 1.0648,                 1.7173,                 1.2282,                  0.935,                0.48658,                0.45614,                0.42504,                0.21459,                0.44359,                 0.3618,                0.35971,                0.15567,                 2.3795,                 2.8544,                 5.0182,                 1.6992,             0.00056267,             0.00056267,             0.00056267
                    166,                 1.0416,                 1.6492,                 1.1757,                0.92147,                 0.5389,                0.43674,                 0.4326,                0.21341,                0.45382,                0.37128,                0.36119,                0.15624,                 2.3908,                 2.8145,                 4.9114,                 1.7262,                0.00056,                0.00056,                0.00056
                    167,                 1.0473,                 1.7288,                 1.1838,                0.92641,                0.51594,                0.44336,                0.43742,                0.21364,                0.43879,                0.38383,                0.37053,                0.16067,                 2.4013,                 2.7917,                 5.1353,                 1.7232,             0.00055733,             0.00055733,             0.00055733
                    168,                 1.0535,                 1.6667,                 1.1742,                0.92122,                0.53846,                0.42435,                0.43738,                0.21474,                0.46457,                0.36783,                0.37178,                0.16134,                 2.4224,                 2.8599,                 5.1156,                 1.7444,             0.00055467,             0.00055467,             0.00055467
                    169,                 1.0646,                 1.7129,                 1.1978,                0.92316,                0.49534,                0.44004,                0.43152,                0.21096,                0.45563,                0.38804,                0.37486,                0.15831,                 2.4373,                 2.8862,                 5.0766,                 1.7527,               0.000552,               0.000552,               0.000552
                    170,                 1.0725,                 1.7237,                 1.2152,                0.92404,                 0.5132,                0.41743,                0.42039,                0.20926,                0.44985,                0.37246,                0.36138,                0.15448,                 2.4346,                 2.8238,                 5.1382,                 1.7536,             0.00054933,             0.00054933,             0.00054933
                    171,                 1.0197,                 1.6487,                 1.1717,                0.91732,                0.51153,                0.41993,                0.41999,                0.20861,                 0.4465,                0.36387,                0.35548,                0.15604,                 2.4096,                 2.8219,                 5.2693,                 1.7124,             0.00054667,             0.00054667,             0.00054667
                    172,                  1.047,                 1.6658,                  1.188,                0.91466,                0.52298,                0.39686,                0.39495,                0.20439,                0.45434,                0.34942,                0.35217,                0.15715,                 2.4114,                 2.8227,                  5.209,                 1.7205,               0.000544,               0.000544,               0.000544
                    173,                 1.0418,                 1.7064,                 1.1768,                0.92086,                0.50125,                0.41073,                0.41233,                0.21301,                0.43331,                0.35636,                0.35939,                0.15823,                 2.3906,                 2.8429,                 5.1377,                 1.7123,             0.00054133,             0.00054133,             0.00054133
                    174,                 1.0413,                 1.7057,                 1.1722,                0.91823,                0.48738,                0.42981,                 0.4244,                0.21371,                0.47723,                0.34067,                0.35842,                0.15366,                 2.4065,                 2.8794,                 5.2334,                 1.7176,             0.00053867,             0.00053867,             0.00053867
                    175,                 1.0381,                 1.6858,                 1.1891,                0.92368,                0.45926,                0.42263,                 0.4164,                0.20572,                0.44433,                0.34587,                0.35033,                0.15736,                  2.431,                 2.9234,                 5.4356,                 1.7409,               0.000536,               0.000536,               0.000536
                    176,                 1.0096,                 1.6807,                 1.1735,                0.90929,                 0.4882,                0.45215,                0.43314,                0.21165,                0.41745,                0.37539,                0.36334,                 0.1662,                 2.4017,                 2.8895,                 5.3974,                 1.7268,             0.00053333,             0.00053333,             0.00053333
                    177,                 1.0178,                 1.7104,                 1.1537,                 0.9102,                0.48633,                0.44328,                0.42476,                0.21132,                0.45612,                0.35911,                0.35704,                0.16328,                 2.4177,                 2.9131,                 5.1961,                 1.7358,             0.00053067,             0.00053067,             0.00053067
                    178,                 1.0251,                 1.6894,                 1.1495,                0.90988,                0.50972,                 0.4421,                 0.4333,                0.21656,                0.45539,                0.34186,                0.35519,                0.16244,                 2.4086,                 2.8394,                  5.305,                 1.7137,               0.000528,               0.000528,               0.000528
                    179,                 1.0348,                 1.6813,                 1.1456,                0.91829,                 0.5094,                0.43824,                0.43328,                0.22247,                0.44272,                0.36254,                0.35592,                0.16499,                 2.4068,                 2.8875,                 5.3441,                 1.7074,             0.00052533,             0.00052533,             0.00052533
                    180,                 1.0458,                 1.6893,                 1.1502,                0.91621,                 0.4582,                0.44904,                0.43508,                0.22201,                0.40954,                0.38038,                0.36602,                0.16548,                 2.4093,                 2.8377,                 5.3749,                 1.7555,             0.00052267,             0.00052267,             0.00052267
                    181,                 1.0126,                 1.6491,                 1.1307,                0.90965,                0.48169,                0.44914,                0.44083,                0.22825,                 0.4889,                0.35626,                0.37082,                0.17189,                 2.4113,                 2.8735,                 5.4194,                 1.7452,                0.00052,                0.00052,                0.00052
                    182,                 1.0221,                 1.6967,                 1.1243,                0.91568,                0.52654,                0.41825,                0.44136,                0.22783,                0.46048,                0.35517,                0.37115,                0.17442,                 2.4156,                 2.8858,                 5.4707,                 1.7333,             0.00051733,             0.00051733,             0.00051733
                    183,                  1.001,                 1.6654,                 1.1019,                0.90141,                0.50008,                0.43332,                0.43022,                0.21869,                0.46773,                 0.3398,                0.35756,                0.16366,                  2.414,                 2.8887,                 5.3795,                 1.7272,             0.00051467,             0.00051467,             0.00051467
                    184,                 1.0109,                 1.6571,                 1.1391,                0.90346,                0.54996,                0.42151,                0.43572,                0.21828,                0.46217,                0.35354,                0.35748,                0.16782,                 2.4004,                 2.8426,                 5.2647,                 1.7317,               0.000512,               0.000512,               0.000512
                    185,                 1.0081,                 1.6347,                 1.1371,                0.91033,                0.52001,                0.41504,                0.42246,                0.21256,                0.44078,                0.35559,                0.35794,                0.15723,                 2.4344,                  2.822,                 5.2777,                 1.7373,             0.00050933,             0.00050933,             0.00050933
                    186,                0.99656,                 1.6181,                 1.1125,                0.90428,                0.51737,                0.43191,                0.43555,                  0.215,                 0.4366,                0.36902,                0.36644,                0.16486,                 2.4053,                 2.8671,                 5.4022,                 1.7142,             0.00050667,             0.00050667,             0.00050667
                    187,                 1.0056,                 1.6666,                 1.1154,                0.91003,                0.51437,                0.39601,                  0.418,                0.21638,                0.45993,                 0.3597,                0.36971,                0.16889,                  2.409,                 2.8376,                 5.3565,                 1.7235,               0.000504,               0.000504,               0.000504
                    188,                0.98871,                 1.6302,                 1.0983,                0.90735,                0.48262,                0.42034,                0.42337,                0.21648,                0.48669,                0.34853,                0.37501,                0.16984,                 2.3891,                 2.8344,                 5.3695,                 1.7174,             0.00050133,             0.00050133,             0.00050133
                    189,                0.99139,                 1.6963,                 1.1076,                0.90443,                0.53629,                0.39255,                0.41898,                0.21995,                0.49235,                0.36038,                0.37499,                0.16686,                 2.4046,                 2.8373,                 5.3692,                 1.7152,             0.00049867,             0.00049867,             0.00049867
                    190,                  0.982,                 1.6515,                 1.1123,                0.90502,                0.52947,                0.39854,                0.42592,                0.22379,                0.46413,                0.36665,                0.37628,                0.17485,                  2.397,                 2.8436,                 5.3007,                 1.7231,               0.000496,               0.000496,               0.000496
                    191,                0.96227,                  1.626,                 1.0715,                 0.9042,                0.46371,                0.44894,                0.42948,                0.22379,                0.49672,                0.34047,                0.37421,                0.17502,                 2.4581,                 2.8487,                 5.2562,                 1.7728,             0.00049333,             0.00049333,             0.00049333
                    192,                0.95801,                 1.6446,                 1.0744,                 0.8917,                0.45935,                0.44589,                0.42703,                0.22661,                0.48086,                0.34263,                0.36826,                  0.174,                 2.4417,                  2.831,                 5.3065,                 1.7891,             0.00049067,             0.00049067,             0.00049067
                    193,                0.99115,                 1.6567,                 1.1011,                0.89816,                0.45857,                0.44786,                 0.4261,                0.22562,                0.43565,                0.36213,                 0.3722,                0.17135,                 2.4179,                 2.8864,                   5.27,                 1.7875,               0.000488,               0.000488,               0.000488
                    194,                0.97934,                 1.6374,                 1.1189,                0.89541,                0.48685,                0.43207,                 0.4316,                0.22598,                0.48536,                0.33319,                0.35991,                0.16873,                 2.4216,                 2.8668,                 5.2287,                 1.7917,             0.00048533,             0.00048533,             0.00048533
                    195,                0.97587,                  1.632,                 1.1016,                0.89978,                0.46537,                0.42246,                0.42147,                0.22815,                0.46661,                0.34958,                 0.3672,                 0.1744,                 2.4034,                 2.8732,                 5.2883,                 1.7718,             0.00048267,             0.00048267,             0.00048267
                    196,                0.97338,                 1.6056,                 1.0844,                0.89706,                0.51768,                0.41779,                0.42737,                0.23319,                 0.4467,                0.37017,                0.36938,                0.18146,                 2.3767,                 2.8806,                 5.3653,                 1.7335,                0.00048,                0.00048,                0.00048
                    197,                0.94864,                 1.5665,                 1.0646,                0.89258,                0.51856,                 0.4204,                0.43079,                0.23155,                 0.4576,                0.36735,                0.36502,                0.17506,                 2.3975,                 2.8606,                  5.275,                 1.7702,             0.00047733,             0.00047733,             0.00047733
                    198,                0.93436,                 1.6037,                 1.0522,                0.89185,                0.48806,                0.43079,                0.43272,                0.22832,                0.47015,                0.36048,                0.37342,                0.17427,                 2.3687,                 2.8683,                 5.3187,                 1.7344,             0.00047467,             0.00047467,             0.00047467
                    199,                0.93992,                 1.6383,                 1.0407,                0.89574,                 0.4793,                0.42801,                0.43364,                0.22845,                0.52473,                0.33896,                0.37329,                0.17425,                 2.3807,                 2.8353,                 5.5231,                 1.7486,               0.000472,               0.000472,               0.000472
                    200,                0.94552,                 1.6171,                 1.0731,                0.89537,                0.51429,                0.41844,                0.43599,                0.22832,                0.45054,                0.36454,                0.37306,                0.16888,                 2.3891,                 2.8811,                 5.5784,                 1.7696,             0.00046933,             0.00046933,             0.00046933
                    201,                0.95892,                 1.5951,                 1.0596,                0.89581,                 0.5309,                0.40847,                0.43497,                0.22798,                0.52654,                 0.3397,                0.37576,                0.17121,                 2.3877,                 2.8625,                 5.4659,                 1.7834,             0.00046667,             0.00046667,             0.00046667
                    202,                0.96647,                 1.6362,                 1.0744,                0.89177,                 0.5165,                0.41284,                 0.4405,                0.22856,                0.43096,                0.36606,                0.37533,                  0.173,                 2.3895,                  2.831,                 5.7538,                 1.7512,               0.000464,               0.000464,               0.000464
                    203,                0.92935,                 1.5899,                 1.0461,                 0.8979,                0.48132,                0.43511,                0.44349,                0.23071,                0.41417,                 0.3684,                0.37038,                0.17483,                 2.3826,                 2.8233,                 5.6083,                 1.7407,             0.00046133,             0.00046133,             0.00046133
                    204,                0.94355,                 1.5874,                 1.0605,                0.89571,                0.51507,                0.43589,                0.44444,                0.23087,                0.43503,                0.37282,                 0.3693,                0.17596,                 2.4017,                 2.8389,                 5.5164,                   1.77,             0.00045867,             0.00045867,             0.00045867
                    205,                0.93656,                 1.6188,                 1.0501,                 0.8927,                0.55814,                 0.4153,                0.44203,                0.23016,                0.46059,                0.35498,                 0.3618,                0.17752,                 2.4303,                 2.8956,                 5.5304,                  1.784,               0.000456,               0.000456,               0.000456
                    206,                0.94956,                 1.6032,                 1.0719,                0.89806,                0.55414,                0.42482,                0.44263,                0.22559,                 0.4782,                0.36567,                 0.3707,                 0.1731,                 2.4046,                 2.8939,                 5.4207,                 1.7539,             0.00045333,             0.00045333,             0.00045333
                    207,                0.95118,                 1.6618,                 1.0646,                0.89725,                0.51076,                 0.4566,                0.44587,                0.23169,                0.49682,                0.34807,                0.36214,                0.17083,                 2.3961,                 2.8488,                 5.2553,                 1.7562,             0.00045067,             0.00045067,             0.00045067
                    208,                0.94802,                 1.6169,                 1.0575,                0.89937,                0.51402,                0.43963,                 0.4307,                 0.2255,                 0.4487,                0.37306,                 0.3671,                0.17307,                 2.3966,                 2.8689,                 5.2878,                 1.7486,               0.000448,               0.000448,               0.000448
                    209,                0.92715,                 1.5966,                 1.0475,                0.89408,                0.53611,                0.40735,                0.43243,                0.23029,                0.47441,                0.36588,                0.37676,                0.17736,                 2.3932,                 2.8603,                 5.4072,                 1.7235,             0.00044533,             0.00044533,             0.00044533
                    210,                0.90836,                 1.5691,                 1.0228,                0.89098,                0.51125,                0.42117,                0.43091,                 0.2226,                0.45256,                0.36948,                 0.3746,                0.17008,                 2.4006,                 2.9463,                 5.4798,                 1.7281,             0.00044267,             0.00044267,             0.00044267
                    211,                0.90817,                 1.5819,                 1.0235,                0.88674,                0.52172,                 0.4244,                0.44212,                 0.2269,                0.45845,                0.36424,                0.37405,                0.17677,                 2.4167,                 2.9039,                 5.3081,                 1.7479,                0.00044,                0.00044,                0.00044
                    212,                0.93145,                 1.5688,                 1.0472,                0.89255,                0.52556,                0.42962,                0.44832,                 0.2306,                0.46686,                0.34165,                 0.3638,                0.17493,                  2.371,                 2.8838,                 5.2971,                 1.7188,             0.00043733,             0.00043733,             0.00043733
                    213,                0.93363,                 1.5744,                 1.0278,                0.89357,                0.54257,                0.42384,                0.45102,                0.22949,                0.48639,                0.33636,                 0.3655,                 0.1754,                 2.3897,                 2.9195,                 5.5112,                 1.7508,             0.00043467,             0.00043467,             0.00043467
