                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 3.0564,                 3.7882,                 1.9506,                0.94133,                 0.4691,                0.19751,                0.19912,                0.09256,                0.47545,                0.18287,                 0.2058,                 0.0935,                 3.3624,                 4.6795,                   2.26,                0.95371,               0.000922,               0.000922,               0.000922
                     15,                 3.0863,                 3.7494,                 1.9624,                0.93533,                0.41898,                 0.2145,                0.20422,                0.08848,                0.39526,                0.17832,                0.19957,                0.08697,                 3.3341,                 4.7709,                 2.1898,                0.94692,               0.000916,               0.000916,               0.000916
                     16,                 3.0575,                 3.6212,                 1.9522,                0.92267,                0.47053,                0.17391,                0.20238,                0.09694,                0.59304,                0.14573,                 0.1925,                 0.0784,                 3.3015,                 4.6023,                 2.2691,                0.96205,                0.00091,                0.00091,                0.00091
                     17,                 3.0532,                 3.6136,                 1.9465,                0.93788,                0.41667,                0.20659,                0.20115,                0.09531,                0.37943,                0.18214,                0.20239,                0.08592,                 3.3008,                 4.7007,                 2.1776,                0.96268,               0.000904,               0.000904,               0.000904
                     18,                 3.0741,                 3.6862,                  1.936,                0.92508,                0.39279,                0.20737,                 0.1957,                0.08913,                0.37121,                0.18756,                0.18387,                0.08621,                 3.3465,                  4.985,                 2.1735,                0.94254,               0.000898,               0.000898,               0.000898
                     19,                 3.0823,                 3.6984,                 1.9599,                0.92302,                0.42565,                0.20506,                0.19203,                0.08334,                0.34428,                0.17741,                 0.1809,                0.07582,                 3.3704,                 4.5283,                 2.1952,                0.92955,               0.000892,               0.000892,               0.000892
                     20,                 3.0203,                 3.6199,                 1.9122,                0.92004,                0.43102,                0.20505,                0.20802,                0.09506,                0.39741,                0.18533,                0.19594,                0.08363,                 3.4267,                 4.5591,                 2.1638,                0.92448,               0.000886,               0.000886,               0.000886
                     21,                 3.0315,                 3.4644,                 1.9166,                0.92568,                0.36995,                 0.2356,                0.22405,                 0.0973,                0.43112,                0.17397,                 0.2015,                0.08891,                 3.3381,                 4.5513,                 2.1735,                0.92078,                0.00088,                0.00088,                0.00088
                     22,                 2.9539,                 3.6719,                 1.8648,                0.90668,                0.59895,                 0.1847,                0.21397,                0.09429,                0.42072,                0.15612,                0.18529,                0.07968,                  3.347,                 4.6736,                 2.1209,                0.93087,               0.000874,               0.000874,               0.000874
                     23,                 3.0602,                   3.51,                 1.9179,                0.91146,                0.48009,                0.19098,                0.21424,                0.09621,                0.44151,                0.16622,                0.20796,                0.09352,                 3.3631,                 4.3655,                 2.1566,                0.92003,               0.000868,               0.000868,               0.000868
                     24,                 2.9512,                 3.5902,                 1.8467,                0.90499,                0.49286,                0.18988,                0.19997,                0.09144,                0.47534,                0.14952,                 0.1823,                0.08495,                 3.3344,                   4.59,                 2.1338,                0.92025,               0.000862,               0.000862,               0.000862
                     25,                 2.9333,                 3.5295,                 1.8239,                0.91073,                0.44792,                  0.226,                0.21073,                0.09243,                0.38634,                0.20169,                0.21635,                0.09045,                 3.3721,                 4.4462,                 2.1309,                0.93022,               0.000856,               0.000856,               0.000856
                     26,                 3.0025,                 3.4268,                 1.8999,                0.90477,                0.44407,                0.25369,                0.23326,                0.10905,                0.36415,                0.22198,                0.20731,                0.09484,                 3.3636,                  4.619,                  2.115,                0.92511,                0.00085,                0.00085,                0.00085
                     27,                 2.9499,                 3.6234,                 1.8141,                0.91254,                 0.4238,                0.23503,                0.21755,                0.09347,                0.32746,                0.18521,                0.18781,                 0.0789,                 3.3718,                 4.4625,                 2.1293,                0.92532,               0.000844,               0.000844,               0.000844
                     28,                 2.9822,                 3.4743,                 1.8495,                0.90578,                 0.3754,                0.26267,                0.22238,                0.09864,                0.29248,                0.21953,                0.19294,                0.08899,                 3.3905,                 4.6502,                 2.1204,                0.91382,               0.000838,               0.000838,               0.000838
                     29,                 2.9103,                 3.5056,                  1.837,                0.90652,                0.47873,                0.21313,                0.21753,                0.09802,                0.47776,                0.16155,                0.18561,                0.08754,                 3.3649,                 4.2952,                 2.1389,                0.91441,               0.000832,               0.000832,               0.000832
                     30,                  2.927,                 3.5996,                 1.8221,                0.89953,                0.39772,                0.23183,                0.21527,                0.10148,                0.32247,                0.19915,                0.19044,                 0.0872,                 3.3798,                 4.2682,                 2.1343,                0.92303,               0.000826,               0.000826,               0.000826
                     31,                 2.9678,                 3.5362,                 1.8036,                0.91292,                0.41521,                 0.2232,                0.21119,                0.09603,                0.31465,                0.19312,                0.18133,                 0.0787,                 3.4118,                 4.5282,                 2.1854,                0.92064,                0.00082,                0.00082,                0.00082
                     32,                 3.0021,                 3.5606,                 1.8293,                0.90115,                0.39907,                0.25986,                0.23472,                0.11141,                0.32016,                0.20199,                0.19202,                0.08593,                 3.3289,                 4.6324,                 2.1282,                0.92843,               0.000814,               0.000814,               0.000814
                     33,                 2.9129,                 3.4497,                 1.7839,                0.90193,                0.47326,                0.25721,                0.24948,                0.11487,                0.40896,                0.18132,                0.20833,                0.09368,                 3.3239,                 4.9444,                 2.0722,                0.92648,               0.000808,               0.000808,               0.000808
                     34,                 2.9288,                 3.5665,                 1.8246,                0.90785,                0.48389,                0.20587,                0.22334,                0.10749,                0.40487,                0.17013,                0.18231,                0.08719,                 3.3677,                 4.8253,                 2.0815,                0.91226,               0.000802,               0.000802,               0.000802
                     35,                 2.9769,                 3.5554,                  1.821,                0.89776,                0.56982,                 0.1931,                0.22315,                0.10369,                0.42643,                0.14579,                0.16895,                0.07427,                 3.3379,                 4.5562,                 2.1064,                0.90856,               0.000796,               0.000796,               0.000796
                     36,                 2.9243,                 3.5007,                 1.8124,                0.90226,                0.70294,                0.20475,                0.23181,                0.10471,                0.68623,                0.17719,                0.20986,                0.08977,                 3.3493,                  4.572,                 2.1485,                0.91087,                0.00079,                0.00079,                0.00079
                     37,                 2.8453,                 3.3808,                 1.7577,                0.89513,                0.42532,                0.23787,                0.22575,                0.09537,                0.33154,                0.19579,                0.17944,                0.08237,                 3.3276,                 4.5852,                 2.1033,                0.91446,               0.000784,               0.000784,               0.000784
                     38,                 2.8889,                 3.5341,                 1.7643,                  0.909,                0.45562,                0.20705,                 0.2174,                0.09776,                0.37766,                0.16642,                0.17276,                0.08031,                  3.368,                 4.5321,                 2.1157,                0.91441,               0.000778,               0.000778,               0.000778
                     39,                 2.8717,                 3.5124,                 1.7471,                0.89622,                0.51903,                0.20898,                 0.2188,                0.10105,                0.41791,                0.18545,                0.19154,                0.09148,                 3.3967,                   4.41,                  2.089,                0.92495,               0.000772,               0.000772,               0.000772
                     40,                 2.8749,                 3.4604,                 1.7571,                0.90786,                 0.5001,                0.21272,                0.23092,                0.11437,                0.54963,                0.18508,                0.21464,                 0.0981,                 3.3193,                 4.1203,                 2.1048,                0.92048,               0.000766,               0.000766,               0.000766
                     41,                 2.9501,                 3.5638,                 1.7965,                0.89165,                0.40718,                0.22742,                0.21816,                0.09759,                0.30666,                0.19533,                0.18401,                0.08031,                 3.3652,                 4.3364,                   2.09,                0.91579,                0.00076,                0.00076,                0.00076
                     42,                 2.9041,                 3.5314,                 1.7625,                0.89015,                 0.5593,                0.21708,                0.23307,                0.10766,                0.41411,                0.19335,                0.20955,                  0.094,                 3.3249,                 4.3861,                 2.1008,                0.91244,               0.000754,               0.000754,               0.000754
                     43,                 2.9027,                  3.435,                 1.7628,                 0.8896,                0.55614,                 0.2208,                 0.2231,                0.10355,                0.49311,                0.20102,                0.21099,                0.09613,                 3.2823,                  4.627,                 2.0547,                0.91146,               0.000748,               0.000748,               0.000748
                     44,                 2.8096,                 3.4475,                 1.7108,                0.89141,                0.41697,                0.23574,                0.20355,                0.09711,                0.41992,                 0.1816,                0.18536,                0.09112,                 3.2872,                 4.4381,                 2.0918,                0.90819,               0.000742,               0.000742,               0.000742
                     45,                  2.867,                 3.3055,                 1.7201,                0.89677,                0.45147,                0.22646,                0.21635,                0.10048,                0.47721,                0.17728,                0.19544,                0.07923,                 3.3051,                 4.5372,                 2.0893,                0.91214,               0.000736,               0.000736,               0.000736
                     46,                 2.8601,                 3.3741,                 1.7162,                 0.8918,                0.46577,                0.21855,                0.22233,                0.10494,                0.30132,                 0.2081,                0.18997,                0.08798,                 3.2659,                 4.5604,                 2.0457,                0.91407,                0.00073,                0.00073,                0.00073
                     47,                 2.8344,                 3.4522,                 1.7113,                0.89448,                0.40499,                0.23246,                0.22708,                0.10906,                 0.4471,                0.15384,                0.18998,                 0.0835,                 3.3264,                 4.5296,                 2.0757,                0.90787,               0.000724,               0.000724,               0.000724
                     48,                 2.8691,                 3.2616,                  1.741,                0.89543,                0.47899,                0.23362,                0.24678,                 0.1166,                0.46494,                0.18166,                0.21748,                0.09947,                 3.2836,                 4.3284,                 2.0617,                0.91271,               0.000718,               0.000718,               0.000718
                     49,                 2.8417,                 3.3408,                  1.703,                0.88639,                0.44604,                0.23351,                0.23494,                0.10939,                 0.4146,                0.17875,                  0.202,                0.08796,                 3.3016,                 4.6691,                  2.067,                0.91063,               0.000712,               0.000712,               0.000712
                     50,                  2.858,                 3.4381,                 1.7516,                0.88352,                0.37652,                0.23972,                0.22991,                0.11379,                0.37755,                0.18276,                0.19956,                0.09134,                  3.336,                 4.4139,                 2.0888,                0.91186,               0.000706,               0.000706,               0.000706
                     51,                 2.8126,                 3.2996,                 1.6994,                0.88224,                0.39438,                0.22887,                0.22964,                0.11128,                0.38861,                0.20279,                0.21437,                0.09666,                 3.3294,                 4.4944,                 2.1142,                0.91189,                 0.0007,                 0.0007,                 0.0007
                     52,                 2.8134,                 3.3418,                 1.6761,                0.88006,                0.46605,                0.22606,                0.23536,                0.11303,                0.37896,                0.20203,                0.21206,                0.09481,                 3.3135,                 4.5135,                 2.0635,                0.92162,               0.000694,               0.000694,               0.000694
                     53,                 2.8244,                 3.3874,                 1.7085,                0.88522,                0.60602,                0.22082,                0.22713,                0.09684,                 0.4074,                0.18922,                0.18829,                0.08102,                 3.3421,                  4.694,                 2.0804,                0.91701,               0.000688,               0.000688,               0.000688
                     54,                 2.8537,                 3.3718,                 1.7254,                0.87519,                0.44894,                0.24209,                 0.2294,                0.10682,                0.37634,                 0.1893,                0.19393,                0.08452,                 3.3444,                  4.229,                 2.0854,                0.90365,               0.000682,               0.000682,               0.000682
                     55,                 2.7528,                 3.1625,                 1.6918,                0.87963,                0.57599,                0.22473,                0.24132,                0.10666,                0.53902,                0.18128,                0.20447,                0.08444,                 3.3298,                 4.2684,                 2.1131,                0.90887,               0.000676,               0.000676,               0.000676
                     56,                 2.8286,                 3.3414,                  1.709,                0.88935,                0.51928,                0.22736,                0.22442,                0.09991,                 0.5455,                0.17862,                0.19004,                0.08272,                 3.3315,                 4.2883,                 2.0964,                0.90282,                0.00067,                0.00067,                0.00067
                     57,                 2.8246,                 3.5694,                  1.711,                0.88438,                0.60436,                0.22876,                0.23288,                0.10953,                0.42207,                0.20099,                0.20718,                0.08969,                 3.3133,                 4.3344,                 2.0886,                0.90962,               0.000664,               0.000664,               0.000664
                     58,                 2.8002,                  3.386,                 1.6922,                0.87765,                0.73008,                0.19308,                0.22849,                0.10687,                0.57667,                0.17335,                0.20328,                0.08906,                 3.2799,                 4.4476,                 2.0772,                0.89774,               0.000658,               0.000658,               0.000658
                     59,                 2.7962,                 3.3235,                 1.6754,                0.87829,                 0.4901,                 0.2295,                0.23576,                0.10562,                0.64998,                0.18282,                0.20496,                0.08523,                 3.3301,                  4.395,                 2.0582,                0.89364,               0.000652,               0.000652,               0.000652
                     60,                 2.8412,                 3.3492,                 1.6888,                0.87483,                0.51005,                0.21323,                0.22585,                 0.1038,                0.42692,                0.19758,                0.20617,                0.08931,                 3.3324,                 4.2721,                 2.0649,                0.91561,               0.000646,               0.000646,               0.000646
                     61,                  2.706,                 3.3466,                  1.624,                 0.8729,                0.34236,                0.24727,                0.23355,                0.10083,                0.44632,                0.17378,                0.20179,                 0.0856,                 3.3376,                 4.3597,                 2.0728,                 0.9044,                0.00064,                0.00064,                0.00064
                     62,                 2.7138,                 3.2583,                 1.6455,                0.87572,                0.48731,                0.24503,                 0.2516,                0.11062,                0.43873,                0.17457,                0.21423,                0.09086,                 3.3314,                 4.1925,                 2.0462,                0.91328,               0.000634,               0.000634,               0.000634
                     63,                 2.7409,                  3.283,                 1.6358,                0.87477,                0.44884,                0.24621,                0.23177,                0.10862,                0.51856,                 0.1851,                0.21683,                0.10249,                 3.3265,                 4.5535,                 2.0654,                0.91214,               0.000628,               0.000628,               0.000628
                     64,                 2.8112,                 3.3967,                 1.6954,                0.88056,                0.50795,                0.22959,                0.23395,                0.11204,                0.42682,                0.20565,                0.21401,                0.09603,                 3.3193,                 4.2022,                 2.0801,                0.92769,               0.000622,               0.000622,               0.000622
                     65,                 2.8396,                 3.3339,                 1.6876,                0.86529,                0.53358,                0.23864,                0.24153,                0.10522,                0.40611,                0.19337,                0.19826,                0.08839,                 3.3106,                 4.4333,                 2.0436,                0.91511,               0.000616,               0.000616,               0.000616
                     66,                 2.7335,                 3.3135,                 1.6662,                0.88233,                0.51868,                0.22567,                 0.2372,                0.10815,                0.49591,                0.17736,                0.19752,                0.08771,                 3.3235,                 4.6503,                 2.0494,                0.90123,                0.00061,                0.00061,                0.00061
                     67,                 2.8491,                 3.2506,                 1.7019,                0.87279,                0.51314,                0.22148,                0.23783,                0.10956,                0.48783,                 0.1773,                0.21264,                0.08917,                 3.3308,                 4.2604,                 2.0606,                  0.928,               0.000604,               0.000604,               0.000604
                     68,                 2.8355,                 3.3503,                 1.6958,                0.86515,                0.59106,                0.20895,                0.22986,                0.10162,                0.51019,                0.19697,                0.21628,                0.09204,                 3.3502,                 4.3075,                 2.0591,                0.91716,               0.000598,               0.000598,               0.000598
                     69,                 2.7865,                 3.2197,                 1.6484,                 0.8737,                0.45439,                0.22726,                0.23369,                0.11098,                0.41282,                0.20651,                 0.2146,                 0.0954,                 3.3073,                 4.3365,                 2.0422,                0.90486,               0.000592,               0.000592,               0.000592
                     70,                 2.8405,                 3.4285,                 1.6984,                0.87462,                0.61827,                0.21791,                0.22416,                0.10094,                 0.5439,                0.17719,                0.20479,                0.09059,                 3.3025,                 4.3441,                 2.0626,                0.90276,               0.000586,               0.000586,               0.000586
                     71,                 2.7556,                 3.3446,                 1.6449,                0.86847,                0.55127,                 0.2364,                0.24145,                0.11756,                 0.4569,                0.20918,                 0.2157,                0.09849,                 3.2904,                 4.3712,                  2.036,                0.90358,                0.00058,                0.00058,                0.00058
                     72,                 2.7798,                 3.3708,                  1.661,                0.87493,                0.50197,                0.24607,                0.23929,                 0.1095,                0.45142,                0.18423,                0.19593,                0.08927,                  3.286,                 4.2716,                 2.0738,                0.91284,               0.000574,               0.000574,               0.000574
                     73,                 2.8048,                 3.3908,                 1.6817,                0.87321,                0.47598,                0.23512,                0.23506,                0.10786,                 0.3962,                0.19414,                0.19989,                0.08389,                 3.3492,                 4.4067,                 2.0667,                 0.9127,               0.000568,               0.000568,               0.000568
                     74,                 2.7228,                 3.1038,                  1.611,                0.85893,                0.52555,                0.23398,                0.22752,                0.10501,                0.41333,                0.20592,                0.20975,                0.09226,                 3.3396,                 4.5137,                 2.0462,                  0.905,               0.000562,               0.000562,               0.000562
                     75,                 2.7667,                 3.2706,                 1.6458,                0.86887,                 0.5295,                0.21377,                0.22805,                 0.1025,                0.34962,                 0.2092,                0.19912,                0.08637,                 3.2805,                 4.4427,                 2.0401,                0.92233,               0.000556,               0.000556,               0.000556
                     76,                 2.8612,                 3.2734,                 1.6884,                 0.8687,                0.52321,                0.20906,                0.20908,                 0.0947,                0.43061,                0.18411,                0.19454,                0.08165,                 3.3382,                 4.2279,                 2.0652,                0.92312,                0.00055,                0.00055,                0.00055
                     77,                 2.7056,                 3.2832,                 1.6097,                0.86297,                0.54437,                0.21729,                0.22719,                0.10274,                 0.4352,                0.20149,                0.21919,                0.08812,                 3.3187,                 4.4285,                 2.0508,                0.91455,               0.000544,               0.000544,               0.000544
                     78,                 2.7107,                 3.1492,                 1.6143,                0.87152,                0.40795,                0.24139,                0.22752,                0.10358,                0.46094,                0.19058,                0.21342,                0.08973,                 3.3155,                 4.4669,                 2.0651,                0.90595,               0.000538,               0.000538,               0.000538
                     79,                 2.8327,                 3.3814,                 1.6787,                0.86726,                0.34448,                0.25109,                0.22308,                0.10259,                0.38592,                0.19375,                0.20309,                0.08332,                  3.322,                 4.2193,                 2.0285,                0.90283,               0.000532,               0.000532,               0.000532
                     80,                 2.7904,                 3.2741,                 1.6547,                0.86468,                0.46259,                0.25756,                0.24945,                 0.1114,                0.40778,                0.23742,                0.22707,                0.09593,                 3.3251,                 4.3438,                 2.0578,                0.90194,               0.000526,               0.000526,               0.000526
                     81,                 2.7396,                 3.3023,                 1.6197,                0.86147,                0.48832,                0.22196,                0.23384,                0.10829,                0.42364,                0.20188,                0.21194,                0.09135,                 3.3138,                 4.1505,                  2.042,                0.90327,                0.00052,                0.00052,                0.00052
                     82,                 2.7728,                 3.2088,                 1.6437,                0.85927,                0.54569,                0.24077,                0.24427,                0.11193,                0.48305,                0.18513,                0.20512,                 0.0888,                 3.3765,                 4.4679,                 2.0365,                0.90936,               0.000514,               0.000514,               0.000514
                     83,                 2.7108,                 3.2397,                 1.6154,                0.85325,                0.53132,                0.22886,                0.23001,                0.10976,                0.43167,                0.18118,                0.19544,                0.09009,                 3.2959,                 4.1873,                 2.0202,                0.89976,               0.000508,               0.000508,               0.000508
                     84,                 2.6754,                  3.185,                 1.5855,                0.86208,                0.50766,                 0.2228,                0.22919,                0.11107,                0.43736,                0.18991,                0.20884,                0.09323,                 3.2932,                 4.3325,                 2.0181,                0.90262,               0.000502,               0.000502,               0.000502
                     85,                 2.5696,                 3.1159,                 1.5276,                0.86313,                0.54332,                0.22884,                0.22367,                0.10104,                0.41163,                0.19714,                0.19116,                0.08478,                  3.346,                 4.2822,                 2.0756,                0.90881,               0.000496,               0.000496,               0.000496
                     86,                 2.6935,                 3.2817,                 1.6095,                 0.8654,                0.59183,                0.22499,                0.24346,                0.10991,                0.48233,                0.20108,                0.21226,                0.08926,                 3.3052,                 4.3934,                 2.0409,                0.91764,                0.00049,                0.00049,                0.00049
                     87,                 2.7376,                 3.2186,                 1.6074,                0.85751,                0.50857,                0.23724,                0.23813,                0.11408,                0.42175,                0.20872,                0.21557,                0.08948,                 3.3209,                 4.3593,                 2.0577,                0.90429,               0.000484,               0.000484,               0.000484
                     88,                 2.6708,                 3.1511,                 1.5686,                0.86384,                0.50135,                0.22149,                  0.228,                0.10267,                0.41687,                0.20933,                0.20944,                0.08964,                 3.3253,                 4.1619,                 2.0712,                0.90326,               0.000478,               0.000478,               0.000478
                     89,                  2.709,                 3.2544,                 1.5946,                0.85999,                0.46748,                0.23481,                0.23121,                0.10334,                0.42538,                0.18581,                0.18921,                0.08715,                 3.3358,                 4.4636,                 2.0729,                0.90195,               0.000472,               0.000472,               0.000472
                     90,                 2.7535,                 3.1306,                 1.6276,                0.85878,                0.48978,                0.22502,                 0.2285,                0.10647,                 0.4094,                0.18557,                0.19467,                0.08682,                 3.3349,                 4.1979,                 2.0559,                0.90507,               0.000466,               0.000466,               0.000466
                     91,                 2.7449,                  3.215,                 1.5936,                0.86458,                0.47379,                0.23799,                0.23468,                0.10818,                0.36335,                0.19407,                0.19729,                0.08907,                 3.3067,                 4.2549,                 2.0458,                0.90997,                0.00046,                0.00046,                0.00046
                     92,                 2.7188,                 3.2522,                 1.5954,                0.85988,                 0.4677,                 0.2361,                0.23421,                 0.1134,                0.60486,                0.16539,                0.20472,                0.08867,                 3.2936,                 4.2172,                 2.0319,                0.90958,               0.000454,               0.000454,               0.000454
                     93,                 2.7138,                 3.3379,                 1.6033,                0.86157,                0.52078,                 0.2339,                0.24343,                0.10521,                0.45068,                0.18535,                0.20174,                0.08861,                  3.292,                 4.4593,                 2.0429,                0.90122,               0.000448,               0.000448,               0.000448
                     94,                 2.6832,                 3.1766,                 1.5829,                0.85712,                 0.4571,                0.24752,                0.23516,                0.11172,                0.43846,                 0.1936,                0.21472,                0.09193,                 3.2882,                 4.4989,                 2.0053,                0.90011,               0.000442,               0.000442,               0.000442
                     95,                 2.7079,                 3.2629,                 1.6003,                0.85665,                0.41976,                0.25314,                0.23499,                0.10895,                 0.4365,                0.19785,                0.19836,                0.08877,                 3.2776,                 4.3288,                 2.0143,                0.90083,               0.000436,               0.000436,               0.000436
                     96,                 2.6662,                 3.0951,                 1.5723,                0.85172,                0.49411,                0.20921,                0.22329,                0.10273,                 0.4912,                0.18529,                 0.1992,                0.08304,                 3.2698,                  4.343,                  2.039,                0.90444,                0.00043,                0.00043,                0.00043
                     97,                 2.6982,                 3.1231,                 1.5918,                0.85987,                0.48043,                0.22636,                0.22968,                 0.1063,                0.46145,                0.18135,                0.20411,                0.08693,                  3.263,                  4.486,                 2.0434,                0.90562,               0.000424,               0.000424,               0.000424
                     98,                 2.7387,                 3.2126,                  1.615,                0.86104,                0.47133,                0.22082,                0.23673,                0.10199,                0.54367,                0.16538,                0.18996,                0.08481,                 3.2851,                 4.2946,                 2.0503,                0.89889,               0.000418,               0.000418,               0.000418
                     99,                  2.767,                  3.202,                 1.6381,                0.85948,                0.48467,                0.22255,                0.23422,                 0.1044,                0.38964,                0.17475,                0.18989,                 0.0865,                 3.2993,                 4.3013,                 2.0789,                0.89832,               0.000412,               0.000412,               0.000412
                    100,                 2.6745,                 3.1835,                  1.581,                0.85447,                0.54664,                0.21718,                0.23395,                0.11015,                0.51513,                0.17728,                0.20487,                 0.0904,                 3.3112,                 4.2612,                 2.0488,                0.89977,               0.000406,               0.000406,               0.000406
                    101,                 2.5867,                  3.071,                 1.5352,                 0.8668,                0.62633,                0.21299,                0.23513,                0.11101,                0.42877,                0.21501,                 0.2148,                0.09435,                 3.3215,                 4.2018,                 2.0875,                0.91432,                 0.0004,                 0.0004,                 0.0004
                    102,                 2.6465,                 3.1166,                 1.5595,                0.85322,                0.57383,                0.22893,                0.23705,                0.10649,                0.44524,                  0.197,                0.20278,                0.09208,                 3.2891,                 4.4979,                 2.0419,                0.90495,               0.000394,               0.000394,               0.000394
                    103,                 2.6006,                 3.1264,                 1.5575,                0.85343,                0.54045,                0.23281,                0.24163,                0.11005,                0.43693,                0.20903,                 0.2118,                0.09305,                 3.3097,                 4.3241,                 2.0444,                0.90508,               0.000388,               0.000388,               0.000388
                    104,                 2.7127,                 3.1827,                 1.5806,                0.85306,                 0.5432,                 0.2254,                0.24381,                0.10873,                0.44976,                0.19763,                 0.2075,                0.09534,                 3.2785,                  4.333,                 2.0457,                 0.9092,               0.000382,               0.000382,               0.000382
                    105,                 2.6756,                 3.2247,                 1.5749,                0.85514,                0.55452,                 0.2257,                0.23698,                0.10827,                0.43208,                0.18587,                  0.196,                0.08472,                 3.2785,                 4.3437,                  2.017,                0.90164,               0.000376,               0.000376,               0.000376
                    106,                 2.6731,                 3.1904,                 1.5657,                0.85536,                0.52989,                0.22573,                0.24063,                0.10846,                0.43683,                0.19785,                0.21377,                0.09373,                  3.286,                 4.2414,                 2.0228,                0.90867,                0.00037,                0.00037,                0.00037
                    107,                 2.7034,                 3.1307,                 1.5645,                 0.8577,                0.51586,                0.23012,                0.23443,                0.10888,                0.44034,                0.19778,                0.20871,                 0.0955,                 3.2832,                 4.4154,                 2.0117,                0.90844,               0.000364,               0.000364,               0.000364
                    108,                 2.6607,                 3.2472,                 1.5807,                0.85933,                0.42471,                  0.236,                0.23207,                0.10683,                0.45763,                0.19736,                 0.2117,                 0.0908,                 3.2986,                 4.4964,                 2.0434,                0.90372,               0.000358,               0.000358,               0.000358
