                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    109,                 2.6811,                 3.2094,                 1.5675,                0.86013,                0.56213,                0.22502,                0.25136,                0.11039,                0.45375,                0.19741,                0.20791,                0.09344,                 3.3285,                 4.6744,                  2.057,                0.90087,               0.000352,               0.000352,               0.000352
                    110,                 2.6263,                 3.0162,                 1.5389,                0.86455,                0.38485,                0.25931,                0.24526,                  0.109,                0.44017,                 0.2018,                0.20748,                0.09159,                 3.2938,                 4.2932,                 2.0148,                0.90374,               0.000346,               0.000346,               0.000346
                    111,                 2.6624,                 3.2603,                 1.5692,                0.85374,                0.49318,                0.23413,                0.24075,                0.10974,                0.43393,                0.20584,                0.20742,                0.09161,                 3.2985,                 4.2483,                 2.0293,                0.90575,                0.00034,                0.00034,                0.00034
                    112,                 2.7394,                 3.1834,                 1.5968,                0.85146,                 0.3609,                0.26057,                0.24082,                0.11385,                0.45723,                0.20299,                0.21695,                0.09463,                  3.315,                 4.2903,                 2.0486,                0.90505,               0.000334,               0.000334,               0.000334
                    113,                 2.6085,                  3.033,                 1.5175,                0.84612,                0.37305,                0.27148,                0.24212,                0.11463,                 0.4516,                0.19344,                0.21224,                0.09745,                 3.2906,                 4.2768,                 2.0247,                0.90523,               0.000328,               0.000328,               0.000328
                    114,                 2.5884,                 3.0325,                 1.5155,                0.86129,                0.35675,                0.25595,                0.22834,                0.10298,                 0.3884,                0.19026,                0.18836,                 0.0888,                  3.343,                 4.6239,                 2.0546,                0.90108,               0.000322,               0.000322,               0.000322
                    115,                  2.694,                 3.0925,                 1.5704,                0.86173,                0.40461,                0.26148,                0.23757,                0.10912,                0.33748,                0.21426,                0.20363,                0.08984,                 3.2991,                 4.3021,                 2.0478,                0.90223,               0.000316,               0.000316,               0.000316
                    116,                  2.624,                 3.1748,                 1.5279,                0.84987,                0.59691,                0.20894,                0.22828,                0.10694,                0.42519,                0.21351,                0.21776,                0.09353,                 3.3062,                 4.4157,                 2.0652,                 0.9048,                0.00031,                0.00031,                0.00031
                    117,                 2.5876,                 3.0763,                 1.5083,                 0.8551,                0.49283,                0.22999,                0.22699,                0.10556,                 0.4273,                0.20957,                0.21012,                0.08819,                 3.3146,                 4.5013,                 2.0345,                0.90173,               0.000304,               0.000304,               0.000304
                    118,                 2.6733,                 3.2559,                 1.5662,                0.84556,                0.53609,                0.22947,                0.22956,                0.10635,                0.44414,                 0.2079,                0.21414,                0.09198,                 3.3109,                 4.4771,                 2.0298,                0.89756,               0.000298,               0.000298,               0.000298
                    119,                 2.6804,                 3.1636,                 1.5593,                0.85216,                0.44773,                0.24813,                0.23973,                0.10975,                0.51446,                 0.1971,                 0.2213,                0.09405,                 3.2953,                  4.539,                 2.0285,                0.89726,               0.000292,               0.000292,               0.000292
                    120,                 2.5818,                 3.2418,                 1.5125,                0.84754,                0.55116,                0.22575,                0.23068,                0.10734,                0.47013,                0.19755,                0.20764,                0.09352,                 3.2825,                 4.3047,                 2.0388,                0.90906,               0.000286,               0.000286,               0.000286
                    121,                 2.6482,                 3.1842,                 1.5287,                0.84959,                0.52336,                0.21521,                0.23463,                0.10847,                0.54183,                0.18123,                0.20571,                0.09242,                 3.3215,                 4.4664,                 2.0569,                0.90913,                0.00028,                0.00028,                0.00028
                    122,                 2.5891,                 3.2264,                  1.503,                  0.855,                0.54035,                0.21745,                0.22883,                0.10575,                0.47445,                0.19732,                0.20469,                0.09151,                 3.2857,                  4.577,                 2.0508,                0.90781,               0.000274,               0.000274,               0.000274
                    123,                 2.5787,                 3.1157,                 1.5135,                0.85204,                 0.5343,                  0.222,                0.22911,                0.10401,                0.51624,                0.18123,                0.20174,                0.08718,                 3.3042,                 4.4118,                 2.0602,                0.91552,               0.000268,               0.000268,               0.000268
